[00:10.300 --> 00:15.520]  Gavin will be here in 20 seconds, so if there's anything derogatory you want to say about him.
[03:22.440 --> 03:27.000]  Hey, if I had to pick one, I'd pick Gooch Dog, but that's just me.
[03:27.700 --> 03:31.980]  What if you switch Dog to Pooch and then we got something?
[03:33.580 --> 03:35.480]  You think Gooch Pooch?
[03:35.700 --> 03:37.540]  I think it's amazing.
[03:38.300 --> 03:40.000]  Gooch Pooch or Pooch Gooch?
[03:41.040 --> 03:42.880]  It's Gooch Pooch, I think.
[03:43.480 --> 03:51.940]  I mean, I'm not really... again, to be perfectly clear, the exercise was pick your own nickname, and now I have not.
[03:52.280 --> 03:57.820]  No, but in defense to them, they met you halfway. You want a big dog, you end up with Gooch Pooch. I feel like that's a good middle.
[03:57.940 --> 04:00.380]  Andrew, how is that in defense of anything?
[04:00.700 --> 04:03.540]  Well, I'm just stating you wanted one thing, they wanted something.
[04:03.540 --> 04:08.020]  As a rules guy, you should strictly be in defense of me in this situation.
[04:08.020 --> 04:12.840]  Well, as somebody who is labeled as piss boy for a lot of this show, I feel like you don't get a lot of rights when it comes to your nickname.
[04:12.840 --> 04:14.860]  So you would be on my side?
[04:14.920 --> 04:21.220]  No, I'm not. I'm against it because I had no rights. Why do you get rights? Why do you have any nickname rights? They met you halfway, you should be happy.
[04:21.760 --> 04:25.120]  You should be happy they met you halfway. Those are rules I can get behind.
[04:25.500 --> 04:27.280]  I will concede to Gooch Pooch.
[04:27.600 --> 04:31.400]  This is the first part of F*** Face that just feels like straight up bullying.
[04:31.900 --> 04:36.020]  Yes, absolutely. Yes, because again, this is not the exercise.
[04:36.020 --> 04:41.740]  Look, no, nobody's bullying anybody. Eric doesn't have to keep the name. We all get to pick our own names.
[04:41.860 --> 04:50.980]  Yeah, that's what's going to happen. Yeah, yeah, yeah, yeah, yeah. That's what the f*** I'm about to deal with on social media for the next year.
[04:51.180 --> 04:51.440]  No. No.
[04:51.660 --> 04:58.880]  Yeah, here's what's going to happen. Everyone's going to use the nickname I picked and definitely not Gooch Pooch.
[04:59.360 --> 05:05.940]  Audience, audience, if you're going to refer to Eric as anything other than Eric, please use his preferred nomenclature, which is Big Dog.
[05:05.940 --> 05:10.860]  Yeah, that'll work. Yeah, please. Yeah, this is me as a personal plea to you.
[05:11.140 --> 05:14.740]  Please only refer to him as Eric, Spice Rat or Big Dog.
[05:16.380 --> 05:18.480]  The name of this episode is Gooch Pooch.
[05:19.320 --> 05:24.880]  Do you have any, like, visuals when you think Gooch Pooch? Is there anything that comes to mind of like what a representation would be?
[05:25.180 --> 05:30.220]  Yeah, I was going to say, I'm literally about to, yeah, Poochy, I was putting in the chat. That's mine.
[05:30.340 --> 05:33.420]  I immediately, it just feels so natural. It feels like Eric. Feels like you.
[05:34.040 --> 05:41.260]  What about, what about Nick? Nick, do you have something? Because I saw the audience suggested something for you that I thought was pretty cool.
[05:41.380 --> 05:46.820]  I'm curious to hear that, but I've always kind of, I've never done this one before, but Schwartzy, I think that's kind of cool.
[05:46.880 --> 05:56.760]  It's like the guy behind the wheel kind of thing. Or maybe like a play on, you know, since I'm a big fan of sauces, like Sauce Boss, like saucy or the boss.
[05:56.760 --> 06:08.000]  Although that's taken, isn't it? I've just, I've just broken the news to Face Jam that this show has been using the sauce monkey and Nick laughing for a while now.
[06:08.420 --> 06:17.480]  And now if he's going to become a sauce thing in this also, I think we're definitely, there's going to be like some kind of war. I don't think we're going to be thrilled with that.
[06:17.480 --> 06:22.320]  Civil war. Yeah, it's, it's going to be like an Avengers civil war type of situation.
[06:22.320 --> 06:28.580]  But to be fair, Face Jam didn't start the whole Nick laughing thing. That was an RT podcast thing. That's true.
[06:29.100 --> 06:34.060]  That's true. He used to laugh many a time back on the, in the old studio.
[06:34.740 --> 06:44.440]  That's an excellent historical point, Gavin. And I'm sure, I'm sure that the members of that podcast will understand and agree completely. They're very, they're, they're definitely rational.
[06:45.540 --> 06:48.620]  I was going to say, Gavin, great point that won't matter at all.
[06:49.680 --> 06:59.760]  Nick, the people I was reading, I was reading the comments on the mall draft, which has, which has gone about as well as I could have ever imagined and hoped.
[06:59.820 --> 07:06.400]  Everybody has, I've been reading everybody's personal mall picks for their drafts, and it's just been, it's just been a lot of fun.
[07:07.200 --> 07:14.980]  But somebody in there said, I feel like after seeing Nick's mall picks, he's like the epitome of a regulation guy.
[07:15.340 --> 07:18.060]  And I thought, that's a pretty cool nickname, regulation guy.
[07:18.320 --> 07:21.220]  Oh, I like that. Yeah, I could be a regulation guy.
[07:21.380 --> 07:27.660]  Is that not what I said? And you and Gavin had a big argument about all this? Is that not, didn't we talk about that?
[07:27.660 --> 07:29.940]  Oh yeah, you did say Nick was like the most normal guy.
[07:30.280 --> 07:30.680]  Yeah.
[07:31.100 --> 07:31.980]  Gavin disagreed.
[07:32.060 --> 07:35.120]  I don't remember the terminology regulation guy being used.
[07:35.120 --> 07:35.720]  I don't either.
[07:35.760 --> 07:37.940]  I don't either, but like, is that not, is that not what he...
[07:37.940 --> 07:39.380]  In spirit, yes.
[07:39.640 --> 07:40.000]  Yes.
[07:41.160 --> 07:46.020]  So does it, who, um, preliminary numbers, obviously it's only been out a few hours.
[07:46.580 --> 07:47.860]  Who's winning the mall draft?
[07:49.180 --> 07:55.200]  I mean, according to these images that Nick doctored and threw up here, he is winning in the second one.
[07:55.980 --> 07:58.320]  But in the other one, I am ahead barely.
[07:59.020 --> 07:59.260]  Wow.
[07:59.360 --> 08:04.400]  I will be putting up a poll on the YouTube channel. I could actually do it now and see kind of like where it lands a little bit.
[08:04.400 --> 08:08.080]  I, um, I was explaining it to Meg and she was really into the idea.
[08:08.180 --> 08:11.780]  She did her own little draft and then I played her everyone's picks.
[08:12.180 --> 08:12.860]  What did she pick?
[08:13.640 --> 08:15.320]  She picked so many that were on there.
[08:15.380 --> 08:19.880]  She picked, uh, Auntie Anne's and she also picked that Suncoast video or whatever it was called.
[08:20.080 --> 08:20.120]  Hell yeah.
[08:20.660 --> 08:25.840]  She, she, she thought Eric had some amazing picks and she thought mine were complete dog shit.
[08:27.860 --> 08:30.340]  She's a regular, I like Meg a lot.
[08:30.400 --> 08:31.340]  She's a normal person.
[08:32.280 --> 08:33.160]  She's great.
[08:33.160 --> 08:35.660]  My sense when we recorded it was that Eric won.
[08:36.060 --> 08:39.760]  I didn't want to say anything ahead of time to tilt anything, but that was my feeling.
[08:39.940 --> 08:45.060]  Well, let me tell you, I have gotten, uh, nothing but support from the Gen X crowd, so...
[08:45.060 --> 08:46.900]  I think it may be generational.
[08:47.760 --> 08:51.540]  I, yeah, I do enjoy that we all seem to have our little niche somewhat for that.
[08:51.680 --> 08:54.500]  Like, I've seen a lot of people supporting Zellers, which is great.
[08:54.940 --> 08:56.400]  I've seen people with Gavin's picks.
[08:57.280 --> 08:58.020]  It's, uh, it's nice.
[08:58.300 --> 08:59.980]  Dude, Greg's gets a lot of love.
[09:00.160 --> 09:02.720]  Greg's and Zellers, I would say, have gotten the most love.
[09:02.720 --> 09:04.300]  You gotta go for regional love sometimes.
[09:04.860 --> 09:06.520]  Yeah. No, no love for gamers.
[09:10.740 --> 09:13.100]  I think it might be just a little too old for the audience.
[09:14.340 --> 09:20.640]  Hey, uh, Gavin, I have a really minor Gavin thing I wanted to tell you that happened to me today.
[09:20.780 --> 09:22.100]  A Gavin story that happened to me today.
[09:22.640 --> 09:22.880]  Okay.
[09:23.620 --> 09:30.140]  I was at the coffee shop that I go to, oftentimes in the day, on a nice day, to sit outside and write for F*** Face.
[09:30.660 --> 09:36.920]  Uh, and so I was there writing for F*** Face, getting all my notes together, and then working on this other thing I've got for y'all eventually.
[09:38.220 --> 09:42.560]  And, uh, I heard somebody behind me call out an order for Gavin.
[09:43.080 --> 09:45.180]  And it's like a coffee place and a taco place behind me.
[09:45.280 --> 09:50.760]  And I thought, oh, how funny would it be if Gaver is at the same coffee shop as I am at the same time.
[09:50.820 --> 09:52.400]  It would be so lovely to run into you.
[09:52.560 --> 09:54.140]  So I turned around to see if it was you.
[09:54.340 --> 09:55.720]  And of course it was not you.
[09:55.800 --> 09:57.220]  It was another guy named Gavin.
[09:57.220 --> 10:01.220]  But, this other guy named Gavin was also British.
[10:02.760 --> 10:09.960]  So, just want you to know, there's another British Gavin walking around the coffee shops of Austin impersonating you.
[10:10.240 --> 10:11.960]  Have you ever met a non-British Gavin?
[10:14.160 --> 10:14.600]  Uh...
[10:14.600 --> 10:18.220]  I exclusively... Really? I view that as like an exclusively...
[10:18.860 --> 10:21.200]  Yeah, we had someone who went for a wrist-teeth-cool Gavin.
[10:21.700 --> 10:23.040]  Yeah, okay. Fair enough.
[10:23.040 --> 10:26.220]  I just... I don't think I've... I've encountered two Gavins.
[10:26.480 --> 10:30.560]  You and Gavin and Stacy both very, like, distinct.
[10:31.060 --> 10:31.600]  Very European.
[10:33.200 --> 10:36.260]  Yeah, I mean, I definitely think Gavin is a British-y name.
[10:36.640 --> 10:39.160]  But it got me wondering, like, is it a very common name in England?
[10:39.300 --> 10:41.440]  Like, do you run into a lot of other Gavins in England?
[10:41.640 --> 10:44.740]  Because I never... It just didn't cross my mind that there would be another Gavin in Austin.
[10:45.000 --> 10:46.480]  No, I don't think I've ever met another English one.
[10:48.500 --> 10:51.460]  I'm not sure how I feel about two Austin Gavin British people.
[10:51.460 --> 10:54.420]  I brought it up because I thought it would irk you.
[10:54.660 --> 10:56.800]  Yeah, I wanted to get under your skin a little bit.
[10:57.160 --> 11:00.700]  Maybe we should meet up and one of us should go official... I might have to go official on Ramscoop.
[11:00.820 --> 11:01.400]  I don't know what to say.
[11:03.460 --> 11:07.780]  Well, thank God you've got that... that backup that you need to pull the cord.
[11:08.480 --> 11:10.980]  I know. I wonder how many Gavins there are in Austin.
[11:11.360 --> 11:15.320]  It almost sounds like you need to, like, put out a get-together of some kind.
[11:15.860 --> 11:19.560]  Like a news alert of, like, all Gavins must gather at a certain point.
[11:19.560 --> 11:21.020]  Do you have your, um...
[11:21.020 --> 11:22.900]  I do. I got the Andrew Payton... yeah.
[11:23.760 --> 11:29.580]  I'm in an Andrew Payton group chat, so I think you need to do the Austin equivalent of that for Gavins.
[11:30.940 --> 11:31.380]  Huh.
[11:31.540 --> 11:32.640]  I wonder how many there would be.
[11:33.200 --> 11:35.960]  I don't know how I would get the word out. Like, how would people see it?
[11:36.380 --> 11:38.540]  On your Facebook account that you don't use?
[11:40.760 --> 11:41.920]  Uh, yeah. Billboard.
[11:42.380 --> 11:46.720]  You could get a plane to fly around with a sign on the back of it.
[11:46.780 --> 11:47.680]  This is Gavin Meetup.
[11:47.680 --> 11:51.000]  I just hope that all the Gavins in Austin are just looking up that day.
[11:51.280 --> 11:53.700]  Yeah. I think the billboard is the way to go.
[11:54.080 --> 11:57.480]  Also, coffee shops. Post a flyer at all the coffee shops around town.
[11:57.480 --> 11:57.940]  Oh, flyers are great.
[11:58.420 --> 11:59.760]  Just like it's a band concert.
[12:01.580 --> 12:02.500]  I'll see what I can do.
[12:03.020 --> 12:03.680]  I think it's a good idea.
[12:03.920 --> 12:05.600]  There's at least one more of you out there.
[12:06.240 --> 12:07.740]  Uh, and he loves coffee.
[12:08.620 --> 12:11.540]  I can't... I don't... I don't know how many Andrews I've encountered.
[12:11.780 --> 12:16.320]  I know you've rarely, like, rarely met any other Geoffs. Right, Geoff? With, like, a G spelling, specifically?
[12:16.320 --> 12:20.000]  I mean, there's one with R-T. I worked with one at Rooster Teeth.
[12:20.320 --> 12:23.820]  But you made a note when you brought them up that that's, like, very rare.
[12:24.180 --> 12:30.120]  Yeah, I think I've... I've encountered maybe three in my life.
[12:30.500 --> 12:32.460]  Can I ask something?
[12:32.640 --> 12:32.780]  Of course.
[12:32.780 --> 12:34.960]  Because I have this saved as a tweet draft.
[12:36.060 --> 12:39.180]  And it was bothering me and I figured I could bring it up with you, Geoff.
[12:39.320 --> 12:41.540]  Because you spell your name G-E-O-F-F.
[12:41.900 --> 12:45.700]  The way that that is spelled is like this in chat.
[12:45.700 --> 12:48.740]  Geoff, J-E-F-F is like G-E-O-F-F.
[12:49.100 --> 12:49.180]  Yeah.
[12:49.340 --> 13:00.640]  If there's a name, like, Jess, can you do G-E-O-S-S? Or is that... can you not... is that not the same?
[13:01.060 --> 13:13.020]  I think that... well, first off, I'll preface this by saying what I have to tell everybody when they bring up my name and then ask me questions is if I had any choice in the matter.
[13:13.020 --> 13:22.820]  I didn't pick the name Geoff. I didn't, like, as a teenager, go, I think I feel like a Geoff. I was born with it. My mom picked it.
[13:23.140 --> 13:29.180]  She was, like, 18 and it was the 70s and I don't know, but I assume she was on drugs.
[13:29.460 --> 13:32.200]  Like, I don't know where the inspiration came from.
[13:32.620 --> 13:41.500]  The only other Geoff I ever knew was Geoffrey the Giraffe, which was pretty cool because he was the... Geoffrey the Giraffe was the gateway to all fucking toys in my childhood.
[13:41.500 --> 13:45.860]  And so, I like your G-E-O-R-E-M-Y. Jeremy.
[13:47.860 --> 13:55.500]  So, like, I don't know. I don't... I certainly don't claim any sort of authority over the machinations of how to spell a Geoff.
[13:55.940 --> 14:02.260]  But I'll also say it seems like all bets are off with names. People have the dumbest, weirdest, craziest spellings for names left and right.
[14:02.380 --> 14:07.500]  So, yes, I think that there probably is a G-E-O-S-S that's pronounced Jess.
[14:07.500 --> 14:12.200]  And there probably is a Jerry Seinfeld spelled G-E-O-R-R-Y.
[14:13.120 --> 14:14.640]  Jerry... G-E-R-R-Y...
[14:14.640 --> 14:18.500]  I've just been writing names with it. G-E-R-R-Y Seinfeld.
[14:20.120 --> 14:27.460]  Do you think, Geoff, if you were given the choice to name yourself, let's say when you were like 10, is there any world where you'd end up with Geoff?
[14:27.820 --> 14:28.360]  No, I'd be T-Bo.
[14:28.860 --> 14:32.160]  You'd be T-Bo. But at 10? How long have you been sitting on T-Bo?
[14:32.160 --> 14:37.480]  You named yourself. You did name yourself. You changed your name.
[14:37.820 --> 14:39.100]  I've actually changed my name twice.
[14:40.460 --> 14:42.380]  But not my first name.
[14:43.260 --> 14:48.460]  I know, but you keep saying, like, yeah, my mom picked this thing. You changed your name twice.
[14:48.740 --> 14:52.360]  Okay, yes, but there's very specific reasons, right?
[14:52.720 --> 14:54.160]  Like, I was born...
[14:55.840 --> 15:00.900]  Can I be honest with you? I like the name Geoff. I really do.
[15:00.900 --> 15:08.700]  And I like the way it's spelled. G-E-O-F-F-R-E-Y. Maybe it's just because it's the first name I learned how to spell, but it makes sense to me.
[15:09.060 --> 15:16.600]  And it feels like me. Like, I feel like a G-Geoff. I feel like I embody whatever a G-Geoff is, good and bad.
[15:16.980 --> 15:23.940]  And so I'm really down with it. The other names, I could give two fucks about. The middle names and the last names, that's why I changed those. Like, I fucking changed underwear.
[15:24.340 --> 15:26.860]  Like, that doesn't matter to me. But Geoff is the important one.
[15:26.860 --> 15:37.040]  I also really like my birthday. It's just, to me, it's like the main day. It's the first day that I had to remember. It looks really good written down.
[15:37.400 --> 15:44.720]  But I assume it's just, everyone feels that way about their own birthday. Like, this looks great to me. I love the way that looks.
[15:45.980 --> 15:53.040]  Really? That's a good looking birthday. Can I tell you something? This is something I wanted to talk about, and it's what a funny fucking transition to it.
[15:53.040 --> 16:02.700]  I was thinking about, Andrew and I have spent a lot of time talking about how to specifically create content of and about our birth years.
[16:02.940 --> 16:09.460]  And we've been bouncing around ideas back and forth for, actually, Andrew, we've probably been talking about these bits for way longer than fuckface.
[16:09.540 --> 16:12.080]  I think we've been talking about this kind of stuff for four or five years, maybe even.
[16:13.820 --> 16:15.500]  Sixth round draft day.
[16:17.580 --> 16:19.500]  Do we do a birthday draft?
[16:21.140 --> 16:27.460]  But we've been talking about how interesting it would be to live as an adult in the year that you were born, via popular culture or whatever.
[16:28.240 --> 16:36.640]  And so I was thinking about my birthday the other day, and I realized I have a really unique birthday, almost kind of a perfect birthday in a way.
[16:36.640 --> 16:44.480]  I always recognized that having a June birthday is great, because you get presents every six months, like right then in the middle of the year you have a birthday party.
[16:44.780 --> 16:50.260]  And you don't get combo gifts like being born in January or December like Jack and some sad people.
[16:52.360 --> 16:55.920]  So it's kind of spaced out evenly, but I was also born in 1975.
[16:56.660 --> 17:04.580]  So I was born in the exact middle of the 70s, and then I was born in the middle month of that year.
[17:04.580 --> 17:08.240]  And then I was born four days off the middle of that month.
[17:08.660 --> 17:16.320]  I've almost got, I'm almost, I was almost born exactly in the dead fucking center of the 1970s.
[17:16.360 --> 17:18.960]  So you're like the extra medium of the 70s.
[17:18.960 --> 17:23.820]  I am an extra medium of, I'm the 70s, I'm the extra medium of the 1970s.
[17:23.840 --> 17:27.940]  And I would say that 1974 and 1976 would be like medium, you know?
[17:27.940 --> 17:29.820]  Yeah, that makes sense to me. That makes sense to me.
[17:30.080 --> 17:37.260]  And I'll tell you what, I'll relinquish the crown to anybody who wants to approach me and tell me they were born June 16th, 17th, or 18th of 1975.
[17:37.620 --> 17:39.460]  But until I meet that person, I'm keeping that.
[17:40.280 --> 17:43.940]  I've never considered my birthday in that way. That was a very good argument, Geoff.
[17:44.100 --> 17:45.940]  You just sold me on your birthday being great.
[17:46.440 --> 17:52.020]  I think it's a great, I think, I mean, I don't know why, but it's weird to be born smack dab in the middle of something, you know?
[17:52.560 --> 17:59.080]  It is. I like it. I like you've sold it very well. What about you, Gavin? What is the perk outside of it just looks nice?
[17:59.160 --> 18:01.060]  Do you have any other reason for why you like your birthday?
[18:01.320 --> 18:02.520]  As far as structure?
[18:02.840 --> 18:08.480]  Not really, outside of just it's a nice time of year. May, the 23rd of May is usually a good chance of sun.
[18:08.580 --> 18:10.800]  Okay. Good chance of sun. Great.
[18:12.200 --> 18:13.320]  What's funny about that?
[18:13.700 --> 18:17.900]  Well, it's just, yeah, you know, I said it was a sixth round birthday. I'm standing by that. Sixth round.
[18:18.760 --> 18:21.260]  Nice chance of weather, if that's your main selling point.
[18:23.120 --> 18:32.640]  I mean, it's mainly downsides. I feel like no matter your background, all that stuff, there's a huge disadvantage, I think, to being one of the youngest people in the year.
[18:33.360 --> 18:41.560]  And I'm like, I'm not the youngest. I'm not an August kid. But I feel like it's the people born in September really win.
[18:41.640 --> 18:41.900]  Yeah.
[18:42.200 --> 18:43.000]  When it comes to school.
[18:43.220 --> 18:43.940]  I disagree.
[18:44.380 --> 18:44.820]  Really?
[18:44.820 --> 18:51.440]  Yeah, my daughter was born 23 days after the school year started. And so she was born 23 days too late to join.
[18:51.600 --> 18:56.960]  And so she had to do an entire extra year of kindergarten because they wouldn't let her start at the right time.
[18:57.160 --> 18:59.460]  She's gonna graduate at 19 instead of 18.
[19:00.000 --> 19:00.380]  What?
[19:00.980 --> 19:07.060]  Yeah, like the cutoff for when you can join is like September, I don't know, like it was like September 8th or something.
[19:07.060 --> 19:15.420]  And she was born right after it. So they made her they held her back a year and she couldn't start fucking she couldn't start kindergarten or first grade for another year.
[19:15.660 --> 19:22.760]  Because that's why Millie had Millie has like an extra year of school in her that doesn't count because she had to do an extra year of either preschool or kindergarten.
[19:22.960 --> 19:23.340]  That's bollocks.
[19:23.760 --> 19:24.320]  Yeah, it sucks.
[19:25.080 --> 19:30.060]  Dude, I graduated at 17. Millie's gonna graduate at almost 19.
[19:31.140 --> 19:31.360]  Wow.
[19:31.580 --> 19:31.840]  Goddamn.
[19:32.380 --> 19:33.060]  Yeah, it sucks.
[19:33.360 --> 19:34.200]  That's a shit birthday.
[19:34.200 --> 19:38.320]  September sucks. Like August would be great. September is fucking dog shit.
[19:38.620 --> 19:40.780]  Wait, how is August better?
[19:41.220 --> 19:45.540]  Because it's before that cutoff. So then you'd be the youngest kid in your school. That's why I was the youngest kid in my school.
[19:45.600 --> 19:47.020]  So you wanted to be the youngest?
[19:47.800 --> 19:58.520]  Yeah, you get out the door faster. Like I was set, I joined the army at 17. Everybody else around me was already well into their 18s or 19s when they were graduating high school.
[19:58.780 --> 20:01.480]  I felt like I graduated early just because I got lucky with my birthday.
[20:02.300 --> 20:07.440]  I always just felt like I was an extra year of dumb. Like I hadn't lived long enough to be at school yet.
[20:08.220 --> 20:10.140]  You and I just saw things totally differently.
[20:10.820 --> 20:16.940]  I think you would have felt that no matter what. I think that's just you. I don't think that's specific to when you're born.
[20:17.260 --> 20:21.500]  I definitely felt like when I was at school, I definitely felt like I shouldn't be here yet.
[20:23.720 --> 20:29.260]  I shouldn't be here yet? Like what do you mean by that? Like how long, like you needed more time? What does that mean?
[20:31.340 --> 20:40.480]  Uh, I could have done with starting school. I don't know. I hated school. All of history was just wasted on me.
[20:40.560 --> 20:45.720]  And now I love it. I wish I could. I wish you could pick the subjects you want to do and do all the rest later.
[20:47.140 --> 20:54.620]  Were you like sitting in math class and going like, oh boy, I should have gotten another year before coming into this one.
[20:54.620 --> 21:00.320]  I felt like that was the case. Like I was, I was in front of these books, like everyone's cracking on.
[21:00.520 --> 21:05.820]  And I would just be like, this just isn't for me yet. Not yet.
[21:06.800 --> 21:13.300]  There were some times where it would always freak me out where I'd be, we'd all be like sat looking at the chalkboard or whatever,
[21:13.420 --> 21:20.220]  listening to the teacher and I would just zone out. And then it like, I'd be five minutes in to everyone else.
[21:20.220 --> 21:27.140]  Just like head down writing. And I would just zone back in and be like, oh, what are we doing? And I would just be not being able to.
[21:27.280 --> 21:31.120]  Happened to me so often. And you think that's because of your birthday?
[21:31.740 --> 21:38.540]  Well, I just wasn't ready to be there. I just wasn't, I couldn't focus good.
[21:39.860 --> 21:44.880]  I think if I was born in September and I was the year ahead, you know, I'd be, I'd be ready.
[21:45.140 --> 21:49.120]  You'd be like sitting in class going, I already know this stuff. I'm a year older.
[21:49.120 --> 21:55.080]  No, I'd be there with everyone. Where the teacher would be like, all right, do all these sums, uh, do work through them.
[21:55.180 --> 21:59.400]  I'd be, I'd be listening and be like, okay. And it'd be some other idiot who was just staring at the ceiling.
[22:00.980 --> 22:04.580]  Well, what if, what were you born in May? So yeah, is it months?
[22:05.280 --> 22:09.560]  Now look at that kid. He needs another three months under his belt before he can tackle this interaction.
[22:10.960 --> 22:15.820]  I'm just imagining like Billy Madison, like levels of like, that's what Gavin would have been ready.
[22:15.820 --> 22:20.440]  Like he's a full grown adult. He's like, you know, I'm ready. I'm going to take this on now. I can really grasp this.
[22:20.440 --> 22:25.380]  Honestly, I could have been a year later on maths, uh, probably a year later on English and maybe 10 years later on history.
[22:26.740 --> 22:31.000]  I agree with the history thing. Maybe it's a cultural thing. Same.
[22:31.300 --> 22:40.640]  Maybe it's a cultural thing, but in America, growing up in America, like getting through school faster and younger was, was prized.
[22:40.640 --> 22:47.120]  And like we had shows like Doogie Howser, where everybody wanted to be like Neil Patrick Harris and graduate high school at 15 to go be a doctor.
[22:47.340 --> 22:51.900]  People like all kids around me were always studying to skip grades so they could get through it faster.
[22:52.120 --> 22:56.700]  It just like, it was, it's very competitive in that way, at least through my childhood.
[22:57.380 --> 23:04.060]  Yeah. I feel like the incentive in this country is just to get working, crack on, get through education and get, get earning.
[23:04.060 --> 23:09.520]  That makes sense. Get started with your life. Yeah. I didn't view it that, I guess I hated school as well.
[23:09.620 --> 23:18.540]  And the allure of like finishing faster was not at all related to academic success, but to just be done with it, just to be able to move on to whatever next.
[23:19.660 --> 23:23.300]  Yeah. I've got a clip. You got a clip? Oh God.
[23:29.440 --> 23:36.720]  Like, I don't know what it is when he says it. I'm terrified every time. It's just going to be something. It's just gonna, I wonder what it's going to be.
[23:36.800 --> 23:46.440]  Gavin, I would like to know the ratio of which these clips are like, I feel like it's 80% something dumb I've said, and then maybe like 20% calling you out on something.
[23:46.500 --> 23:49.760]  Eric, I don't think we've ever gotten a Geoff clip. Oh, I agree. I agree.
[23:49.760 --> 23:57.280]  No, there's been Geoff clips. I think it's going to be me. I'm ready for it to be me. Gavin, whenever you're ready, attack.
[23:57.520 --> 24:00.800]  Don't worry guys, you've got nothing to worry about. All right, here we go.
