[00:00.000 --> 00:04.480]  You don't technically need this car. You say that out loud to yourself.
[06:45.550 --> 06:52.290]  I, as a joke, said 5 a.m. because you said early. Andrew then ran with 5 a.m. He was obsessed with getting up at 5.
[06:52.390 --> 06:54.090]  It went nowhere, I can't believe it.
[06:54.330 --> 06:59.330]  And it's, and it's like that, so when it's like, yeah, wrangle us, what does that, what, how?
[06:59.610 --> 07:01.190]  Do, to do, how? How?
[07:01.550 --> 07:09.330]  Well, I feel like if you were in the recording, if you'd actually, if we were able to schedule at a time where you and Nick were available, we definitely would have talked about SMH.
[07:09.510 --> 07:11.930]  By the way, it was SMH. I feel like we've mentioned that at this point.
[07:12.050 --> 07:19.930]  Yeah. I don't know if, well, I may have fought against that. In my head, it made more sense to wait until they responded. The audience heard it and then responded.
[07:20.170 --> 07:21.850]  They all got it. So many of them got it.
[07:21.990 --> 07:27.090]  Why, why would it make more sense for the audience, why, and then so you wait two weeks? Why does that make more sense?
[07:27.090 --> 07:32.590]  Yeah, well, because the whole point of the thing was if people could figure out if, if what it was or not.
[07:32.730 --> 07:34.270]  But what does that change for the audience?
[07:34.650 --> 07:39.350]  But what, but well, why would we talk about it again before that?
[07:39.530 --> 07:43.330]  Because it's a week-to-week podcast, not an every-two-week podcast.
[07:43.730 --> 07:48.570]  I don't think it's worth talking about three weeks in a row, though. I think it's worth waiting.
[07:48.590 --> 07:50.150]  You just have to talk about it one time.
[07:50.610 --> 07:52.410]  You just have to talk about it on the next one.
[07:52.410 --> 07:58.430]  No, under your scenario, we would talk about it the second week. We'd be like, oh, this is what the word was.
[07:58.490 --> 08:03.970]  And then they would react. And then I'd talk about it again on the third week being like, I guess I'm a pretty good actor.
[08:04.090 --> 08:07.610]  I didn't think I did that great. Almost everyone seemed to got it.
[08:07.930 --> 08:11.250]  Yeah, I feel like I was good in my performance. So then we have three weeks of it.
[08:11.250 --> 08:20.390]  We haven't overtly discussed that we had like a 15-minute argument on which episode we would reveal the results to a vote that we took.
[08:20.390 --> 08:24.850]  That was recorded in the episode. It was already revealed.
[08:25.330 --> 08:26.950]  Immediately before the argument.
[08:27.450 --> 08:29.910]  Yeah, but if that wasn't, it would have been edited.
[08:30.130 --> 08:30.970]  We are so stupid.
[08:31.010 --> 08:34.390]  Yeah, I just don't know if we... would it have been edited? Could we just put it out?
[08:35.210 --> 08:36.270]  No, I think it wouldn't have been.
[08:36.270 --> 08:40.410]  The whole point was that if we... I mean, it was a stupid thing, but...
[08:40.410 --> 08:50.230]  Like at the time, the only people on the planet who didn't know was me and Geoff. And you, I guess, as well.
[08:50.770 --> 08:55.350]  But we were arguing on behalf of the audience, like, oh, they won't like it if we leave them hanging. They already do.
[08:55.790 --> 08:56.590]  They already do.
[08:56.630 --> 09:04.050]  That might have been the dumbest moment. And I'd like to be able to say, oh, you know, I was talking about our reactions to it. They want to hear our reactions.
[09:04.410 --> 09:04.490]  No.
[09:04.690 --> 09:08.550]  Nope. Didn't even think of it. I just didn't know myself. And I thought no one else did.
[09:09.210 --> 09:15.530]  No, same. I was listening to the episode, and I got to that point, and I thought, wait a minute. And I immediately texted Gavin.
[09:15.770 --> 09:22.570]  And I said, correct me if I'm wrong, but are we the dumbest people ever? And Gavin was like, motherfucker.
[09:24.410 --> 09:26.730]  It didn't make any sense, but I feel like it would have been edited.
[09:26.890 --> 09:28.090]  How fucking stupid are we?
[09:28.150 --> 09:29.010]  I mean, we're really dumb.
[09:29.010 --> 09:39.950]  Hey, so I was gone for a second, dealing with a door-to-door salesman, unfortunately. Thank God it wasn't a porta potty. What'd I miss? Did you guys cover the three letters in the Raymond Sommer thing yet?
[09:40.010 --> 09:44.350]  Yeah, I mean, Eric already said it, but yeah, it was SMH. The audience did get it.
[09:44.710 --> 09:45.310]  Yeah, a lot of them did.
[09:45.770 --> 09:45.790]  Yeah.
[09:45.790 --> 09:46.230]  They were smart.
[09:46.930 --> 09:50.830]  Geoff, do you think it's worth talking three weeks in a row about, though? That bit?
[09:50.850 --> 09:51.370]  About what?
[09:51.990 --> 09:52.790]  About SMH?
[09:53.190 --> 09:57.070]  I don't think we need to dissect it and talk about it in depth.
[09:57.070 --> 09:59.630]  Wait, why would it be three weeks in a row?
[09:59.710 --> 10:00.090]  I don't know.
[10:00.350 --> 10:02.170]  It doesn't matter. Like, it doesn't matter.
[10:02.270 --> 10:08.770]  No, no, it would be three weeks, because if we would have mentioned it, the one we recorded last, that's the next episode to come out, I believe.
[10:09.570 --> 10:16.530]  So that'd be second. If we did, though. If we did, though, that'd be two. And then I'd talk about it again on this one.
[10:16.570 --> 10:17.990]  Why would you talk about it a third time?
[10:18.510 --> 10:25.630]  Because about my performance. About how people got it. Because we didn't know until this recording that people got it.
[10:25.630 --> 10:25.890]  They did.
[10:25.890 --> 10:30.670]  So it ended up being talked about three times. I think that's too much. This is currently being talked about twice.
[10:30.910 --> 10:34.170]  This one started in such a mess that I don't think it had an intro again.
[10:34.430 --> 10:35.050]  No, it didn't.
[10:35.090 --> 10:48.830]  Hello, and welcome to F*** Face, episode 41, I want to say. My name is Geoff Ramsey, and with me as always, Gavin Free and, uh, International Man of Mystery, sir.
[10:49.010 --> 10:53.250]  I asked you what to call you last week. You never gave me a clear answer. I'll ask you again.
[10:53.250 --> 10:57.490]  Do we refer to you as Andrew? Do we refer to you as Raymond? And either way, why?
[10:57.510 --> 11:00.670]  You can call me whatever you want to call me. I'm open to either. It's whatever you prefer.
[11:00.950 --> 11:02.890]  Are we going to get into this now, or are we going to wait for later?
[11:02.890 --> 11:05.790]  Yeah, let's do it. Who knows? We might not get to it.
[11:05.790 --> 11:07.930]  You absolutely cannot wait to talk about it.
[11:07.930 --> 11:08.350]  Are you sure?
[11:08.530 --> 11:12.150]  That is some excellent producing by Eric's part. Good job, Eric.
[11:12.150 --> 11:16.170]  Okay, well, how do we want it? Do we just want the whole story?
[11:16.570 --> 11:21.470]  Like, I guess, first of all, I should say that I'm going to tell this story. I'm going to explain what happened.
[11:21.930 --> 11:27.550]  I don't really care if people believe me or not. Also, I'm not really asking for people to investigate deeply into this.
[11:27.610 --> 11:31.370]  It's just I'm going to tell the story. If you want to believe it, you can believe it. If you don't, that's fine.
[11:31.870 --> 11:40.290]  Do whatever you want to do with it. But, my real name is Raymond Somer, and I've gone by that name between the ages of one to ten.
[11:40.290 --> 11:47.470]  And I didn't change until Andrew Panton, until a little after I met you guys. And it was a panic move, because I did.
[11:47.650 --> 11:49.930]  So, wait, you weren't named until you were one?
[11:50.210 --> 11:52.450]  Well, whatever. You know, I'm talking here, Gavin.
[11:52.510 --> 11:54.210]  So, birth to ten is what you're trying to say?
[11:54.330 --> 12:00.910]  Birth to ten, yeah. There wasn't a name change. I don't have a name. Not a double. But, yeah, that was my name.
[12:01.470 --> 12:03.850]  That's like the idea if you got born a year old.
[12:04.290 --> 12:17.470]  So, let me ask you a question. Is it possible that at some point in time, the Vancouver police were looking for Raymond Somer, the Vancouver child kicker, and that's why you changed your name?
[12:17.770 --> 12:24.690]  No, I mean, no comment to that, maybe, possibly. I don't, I won't know. You know what, actually, I'm going to go on the record and say I've never kicked a child.
[12:25.110 --> 12:31.590]  I'd just like that to be known. It has never happened. I considered it, it got close once, but I've never kicked a kid.
[12:31.590 --> 12:43.250]  So, to that point, if you're a child, or at some point, if you are listening to this podcast, and at some point you were a child, or you are indeed still a child, and you've been kicked by Andrew Panton, we'd like to hear your story.
[12:43.530 --> 12:57.270]  You're not going to hear anybody. Nobody, there's no, I've never kicked a kid. But, so for the name thing, I'm Raymond Somer, and then I got on Xbox when I was 11, and my gamertag was ANSAC something.
[12:57.590 --> 12:58.410]  What does that mean?
[12:58.570 --> 12:59.670]  It was ANSAC 13.
[12:59.670 --> 13:11.290]  No, I changed it every year because I was super cool. I started as ANSAC 11. I don't know what it meant. It was a nickname I got as a kid, when I was like 5 or 6 maybe, and it just stuck.
[13:11.490 --> 13:17.070]  So, as a small 5-year-old, 6-year-old kid called Raymond, your nickname was ANSAC.
[13:17.070 --> 13:29.130]  Yep, no idea what it meant. One person gave it to me, it's what they called me, so it was sort of like my name thing. And then it sucked because, like I was, okay, so I loved Halo so much, like that was my thing growing up.
[13:29.230 --> 13:41.190]  And I was so excited to get Xbox Live, and my cousin also really liked it, and we're talking about how like you have to have a gamertag online, and he wanted us to use our gamertag name so we'd get comfortable saying it online.
[13:41.190 --> 13:51.250]  Except his was just Bobslayer, and his name wasn't Bob. So I just called him Bob, and I had to be called ANSAC, which was a really shitty exchange. Ridiculous name.
[13:51.750 --> 14:01.050]  So I was ANSAC for a long time, and my obsession was Halo, and I loved Bungie. This is sort of just a pivot to how I met you guys as well.
[14:01.050 --> 14:09.930]  So I watched Red vs. Blue, like season three maybe? A few episodes? And I enjoyed it because I loved Halo stuff. And then it just kind of was something I didn't think about.
[14:10.270 --> 14:20.410]  And then years pass, I love Halo 2, there is a bonus disc, I had the collector's edition, and there's a collector, like a B-roll on that disc, like a documentary of making the game.
[14:20.850 --> 14:28.350]  And my goal was to play with somebody from Bungie. So I wrote down the names on the B-roll, most of them didn't work, I found one that worked.
[14:28.350 --> 14:35.530]  I sent a random friend request to somebody, it was just the shortest name of the most recently played to that person.
[14:35.970 --> 14:45.030]  They sent me an invite later, I'm freaking out, I don't know what to do. I join the game, they say, hey, I never accept random friend requests, who are you?
[14:45.490 --> 14:54.790]  I'm like 13, maybe, at this time? 12? I completely panic, I lie, and I just tell them, yeah, we played a game before, and you seemed cool, so I sent you a friend request.
[14:54.790 --> 14:59.250]  That was not at all, I just saw it was a Bungie connected thing through the disc. Smooth.
[14:59.510 --> 15:04.550]  Yeah, that person turned out to be Nico, who did all the music for Red vs. Blue. No shit!
[15:05.270 --> 15:12.110]  Yeah, so it was a complete accident, and he mentioned something about his boss just signed on, and I asked, oh, that's weird.
[15:12.390 --> 15:18.070]  As a kid, I thought it was strange to have your boss as a friend on Xbox. He was like, yeah, I do the music for Red vs. Blue.
[15:18.670 --> 15:22.870]  I was like, oh, that's awesome, because I had a vague awareness of it, but I didn't really know anything about it.
[15:22.870 --> 15:27.890]  And that's what got me back into the community. Then I became good friends with Nico, and we played games a lot.
[15:28.010 --> 15:33.730]  Then I met Luke McKay through him, who used to do the comic. We became friends, and then Grifball came out.
[15:34.110 --> 15:43.010]  And it's around this time that my fandom for Rooster Teeth stuff in general increased, and I made this super embarrassing fan map.
[15:43.250 --> 15:47.570]  Just real quick, before you go any further, if you're listening to this and you're not sure what Grifball or that is,
[15:48.090 --> 15:55.670]  Red vs. Blue, obviously a cartoon that we filmed in a video game called Halo. Within Halo, you could make your own game types,
[15:55.830 --> 15:59.930]  and we created one called Grifball. Gavin actually did, I did not. Gavin and Bernie did.
[16:00.010 --> 16:04.950]  That ended up becoming an official game type in Halo, and so that's what Andrew's referring to.
[16:05.250 --> 16:12.750]  Yes. So it was sort of before that time, though, I was friends with Nico and Luke, and I made this map that was super embarrassing,
[16:12.750 --> 16:20.230]  as Ansac. They met me as Ansac. When you made a map, it was connected to your profile, and as I started meeting more people in the community,
[16:20.350 --> 16:29.550]  I was so embarrassed by it. I was like, I can't figure out how to delete this. I'm just gonna change my name so it's not listed as me as the creator of this thing that I'm embarrassed of.
[16:29.910 --> 16:38.050]  And that's where Andrew Panton came from. Panton was the last name of somebody I went to school with, and Andrew was just a name of a family member.
[16:38.050 --> 16:45.930]  So I flipped it to Andrew Panton at that point. Just kind of had a vague connection with people, but then Grifball came out, and I ended up being one of the better Grifball players,
[16:46.070 --> 16:52.470]  and Luke McKay asked me to be in a tournament that you guys were running. And then because I was one of the better players, I ended up on Bernie's team,
[16:52.870 --> 17:00.190]  and then we started playing games a lot and became good friends. And then through that, I think it was at the time you were doing the 10,000 gamerscore thing, Geoff?
[17:00.330 --> 17:02.650]  Mm-hmm. Yeah, you and I were buddies then, at that point.
[17:02.650 --> 17:09.370]  No, I met you around that time because I think Bernie was trying to mess with you, and he was talking to me about different ways.
[17:09.550 --> 17:14.470]  I'm just assuming that's how that came up, and he was talking to me about it, and I think he talked to you about it.
[17:14.810 --> 17:21.790]  And so then you messaged me at around that time. So then we became friends through that. Anyway, I guess the point is that I didn't mean to meet any of you people.
[17:21.890 --> 17:27.830]  I was just trying to play with Bungie, and then I ended up here. It was a total accident.
[17:27.830 --> 17:34.890]  So then the Twitter account. So I became friends with all of you, Geoff and Gavin, and we would talk on aim a lot.
[17:34.990 --> 17:41.730]  And then I went through this thing. I forgot my password. That's what happened. For like six or seven months, I couldn't remember my password.
[17:42.130 --> 17:49.250]  And then I finally remembered it, and I signed on. And I always had this anxiety thing of sometimes you get feelings like,
[17:49.330 --> 17:53.230]  oh, your friends don't really like you, and you're more of a burden to them, like they tolerate you.
[17:53.530 --> 17:54.850]  I think Gavin feels that a lot.
[17:57.090 --> 18:01.930]  So I didn't talk to any of you for like six months, and I signed on to aim. I didn't have any messages.
[18:02.050 --> 18:07.570]  So I just interpreted that as like, oh, I guess I like burn bridges somehow in some like social way.
[18:07.730 --> 18:14.510]  So I just didn't talk to any of you for like two years. There was like a two-year break from like 2013 to 2015.
[18:15.270 --> 18:20.310]  No communication. That's when I made the Raymond Sillmayer Twitter account, because I thought about then using it,
[18:20.310 --> 18:25.470]  because I had no reason to continue to be Andrew Pantin at that point. But I'm just not a social media guy.
[18:25.570 --> 18:30.810]  Like my Andrew Pantin account has maybe 500 tweets in like 10 plus years of existing.
[18:31.030 --> 18:36.410]  And almost all of them at this point are related to the show. So I made the account, didn't really use it.
[18:36.770 --> 18:44.210]  And then what happened was in 2015, playing Destiny, Geoff randomly joined my game when I was doing a daily.
[18:44.710 --> 18:47.270]  And I thought, oh, I guess Geoff doesn't hate me. That's all.
[18:48.430 --> 18:53.650]  Nope, still never hated you. By the way, just for the audience, and we've talked about this before,
[18:54.090 --> 18:58.890]  I was under the impression we were very good friends this entire time. I just was busy with work,
[18:58.910 --> 19:05.110]  and I assumed Andrew was busy with what he was doing. At no point was I avoiding or ignoring you.
[19:05.670 --> 19:08.370]  I just never saw you online on AIM. You were just never around.
[19:08.390 --> 19:14.050]  No, it's totally justified. It was just an in-my-head anxiety thing, but I didn't talk to anybody for like two years.
[19:14.050 --> 19:18.750]  I would have never talked to anyone again, because I guess that's done.
[19:19.230 --> 19:23.410]  And then you joined that game in Destiny, and I messaged you on AIM the next day,
[19:23.470 --> 19:25.130]  and we've talked regularly since then.
[19:25.470 --> 19:29.570]  Can I just say whether that's true or not, and I certainly think elements of it are true,
[19:29.690 --> 19:38.150]  maybe even the majority of it is true. In all seriousness, I think that making the music for Red vs. Blue
[19:38.150 --> 19:41.410]  is now the second coolest thing Nico has done for me.
[19:45.010 --> 19:47.170]  Wow, that was quite the story.
[19:47.410 --> 19:48.390]  What do you think about this, Gavin?
[19:48.650 --> 19:52.290]  A load of shit. A load of old bollocks. What have you got this week, Geoff?
[19:56.510 --> 20:01.050]  That's it? What do you think is not true about that story?
[20:01.230 --> 20:05.730]  I just think no. I've just listened to it, and I just... N-O.
[20:05.990 --> 20:12.070]  Okay. Alright, let's talk about this a little bit, Gav. You and I, now, let's reach back into our minds.
[20:12.070 --> 20:17.230]  We were both... we've been good friends with Andrew for a long time. We've been good friends for much longer.
[20:17.770 --> 20:23.470]  I'm trying to search backwards to try to think of the first times I remember Andrew.
[20:23.630 --> 20:31.790]  I definitely remember talking to Andrew about Left 4 Dead or soliciting his help during the 10,000 Gamerscore Challenge.
[20:32.010 --> 20:34.390]  And I think there might even be a video to that effect.
[20:35.010 --> 20:38.630]  I also... but I remember him, I think, just from Grifball.
[20:38.630 --> 20:44.870]  Like, I don't know that I remember him before being... there was a time when he was the best Grifball player in the world, and he was on Bernie's team.
[20:45.850 --> 20:48.490]  And he was too nice to hate. I remember that.
[20:48.830 --> 20:55.990]  Yeah. There was a brief period where I was the best on the entire planet at Grifball, but that's probably because, like, 16 people were playing it.
[20:56.130 --> 20:59.530]  And then Andrew came along and just rinsed the floor with all of us.
[20:59.690 --> 21:02.410]  You were in Austin at that time. We were living together, right?
[21:04.530 --> 21:06.830]  Uh... no, I think I was in England for Grifball, still.
[21:07.350 --> 21:09.650]  I'd been there, I just didn't think I was living there.
[21:09.890 --> 21:10.070]  Okay.
[21:10.390 --> 21:13.790]  There's some coincidences here in the story that I would like to point out.
[21:13.970 --> 21:14.410]  Yeah, go ahead.
[21:14.790 --> 21:17.310]  Andrew was the name of a family member.
[21:17.630 --> 21:21.270]  Not a... like, it's what we called them. It wasn't, I think, their birth name.
[21:21.830 --> 21:24.990]  Coincidentally, you were nicknamed An-sack.
[21:25.410 --> 21:28.790]  Yeah, well, I mean, what does sack have to do with anything?
[21:28.790 --> 21:34.410]  Did you come out of Andrew's ball sack? Is that like... oh, it's like you're, like, from Andrew's sack.
[21:34.810 --> 21:35.070]  No.
[21:35.430 --> 21:35.870]  Okay.
[21:36.770 --> 21:37.210]  No.
[21:37.450 --> 21:44.490]  Is it possible that's a secret your family has held onto for years and years and years and you're just now finding out your parents aren't your real parents?
[21:44.930 --> 21:49.690]  An-sack was a nickname given to me by one guy that I was kind of friends with in school.
[21:49.870 --> 21:54.170]  And I've considered recently trying to reach out to them and figure out... there's no way they'd remember.
[21:54.170 --> 22:00.490]  So when changing your name, your gamertag, from An-sack to I have to make something else because of the embarrassment...
[22:00.490 --> 22:00.570]  Yeah.
[22:00.650 --> 22:06.270]  Not only am I going to use the first two letters of my current gamertag, I'm not going to base it on that.
[22:06.310 --> 22:10.610]  I'm going to base it off someone else's name that just happens to be the same.
[22:10.930 --> 22:18.310]  The amount of coincidences that happened for me to meet you guys, I feel like, of all the things, that isn't an unbelievable coincidence.
[22:18.650 --> 22:22.950]  Is that coincidence how everyone met or is that just how life panned out? Is that a coincidence?
[22:22.950 --> 22:26.150]  I mean, I didn't intend to meet any of you and I did.
[22:27.990 --> 22:29.810]  That's how people meet though, isn't it?
[22:30.170 --> 22:31.330]  No, but...
[22:31.330 --> 22:35.930]  Oh, I can't wait to be 40 and meet Steven Dilbridge. I don't know who that is yet.
[22:36.410 --> 22:42.890]  And also, it sounds like you super, super intended to meet us because you wanted to play Halo with people who were involved with Halo.
[22:43.150 --> 22:50.430]  Yeah, specifically Bungie. Like the way that certain people would idolize a band as a kid, I idolized Bungie as a company.
[22:50.430 --> 22:53.670]  Yeah, sure, they made it, technically, but we made it dumb.
[22:54.050 --> 22:59.890]  Yeah, listen, I appreciated what you guys did, but it wasn't, you know, I had no real involvement.
[23:00.370 --> 23:02.630]  I hadn't thought about Red vs. Blue at that point for a while.
[23:03.010 --> 23:08.470]  I think that's a weird, like, that's a strange thing for me to, for you to be like, that's the smoking gun to you.
[23:08.770 --> 23:10.270]  That ANSAC has an AN in it.
[23:10.750 --> 23:11.710]  ANSAC's not a nickname.
[23:12.030 --> 23:17.290]  I know, it's, I don't know, I feel like it probably was like an insult in some way. I just don't know what it was.
[23:17.290 --> 23:23.990]  I wish I could get to the real meaning of the name ANSAC, like, not the bullshit one that you've come up with, but like, where did it really come from?
[23:24.050 --> 23:25.890]  Did you like Action Sack, the playlist?
[23:27.430 --> 23:28.430]  Oh, that's interesting.
[23:29.410 --> 23:31.890]  That existed before Action Sack did.
[23:32.190 --> 23:32.510]  ANSAC.
[23:32.550 --> 23:33.870]  Yeah, you're probably right there.
[23:34.170 --> 23:34.710]  Yeah, he is.
[23:34.870 --> 23:38.130]  I genuinely don't know where it came from or the meaning of it. I'd love to know.
[23:38.330 --> 23:45.710]  So if a friend from high school saw you on the street, would they say, hey Raymond, or would they say hey Andrew?
[23:46.230 --> 23:46.510]  Raymond.
[23:47.010 --> 23:48.810]  Anyone who I went to school with.
[23:49.790 --> 23:51.950]  Would they call you Ray or Raymond?
[23:52.310 --> 23:52.950]  They'd call me Ray.
[23:56.780 --> 24:01.740]  Oh, it's, uh, Eric is asking how to spell ANSAC. I believe it's A-N-S-A-C-K, yeah.
[24:02.920 --> 24:08.800]  Uh, here's, here's what I'm gonna need. I'm gonna need a high school yearbook photo for Raymond Somer.
