[00:00.560 --> 00:02.980]  This podcast is brought to you by Carvana.
[03:15.590 --> 03:20.910]  I closed out of Eric, but then I forgot to close out of my main account, and I was just in general,
[03:21.310 --> 03:23.950]  for like six hours without knowing it with my mic on.
[03:24.050 --> 03:28.910]  I put myself in a hot mic scenario, and I had a nap in that time.
[03:29.190 --> 03:35.230]  And I looked at my phone, and I saw there's a bot we use to record audio, and I saw a notification for it,
[03:35.450 --> 03:40.810]  that it was summoned, but I cleared the screen, and then when I checked Discord, that message was no longer there.
[03:40.810 --> 03:45.450]  So I was very paranoid. I thought, did I dream that? Like, I was kind of disoriented when I saw it.
[03:45.670 --> 03:48.910]  Maybe that didn't exist. So then I texted Gavin about it.
[03:49.150 --> 03:53.030]  He confirmed that he also got the alert, which then created a lot of paranoia.
[03:54.230 --> 04:00.530]  I kind of have an idea of what Nick may or may not have, but I don't know to what extent he has it.
[04:00.610 --> 04:04.530]  So Nick has like five hours of your bedroom?
[04:04.790 --> 04:08.050]  Just Andrew beating off horror for five hours.
[04:08.050 --> 04:11.310]  No, that's not in the audio. I don't have to worry about that.
[04:11.510 --> 04:14.810]  Some illicit drug deals going on, probably. Who knows?
[04:14.990 --> 04:18.650]  I'm guessing Nick has shared the audio with you based on what you just said. This is very concerning.
[04:20.250 --> 04:21.170]  Now I'm terrified.
[04:23.610 --> 04:28.750]  I can either confirm or deny the ownership of any such files.
[04:30.190 --> 04:34.430]  Nick, do you care to weigh in? Have you listened to all six hours of Andrew beating off and selling drugs?
[04:34.710 --> 04:37.010]  I'm only two hours in, but I'll let you know what I thought.
[04:38.050 --> 04:43.190]  It really picks up in the fourth hour. Stick with it. There's a good arc. It's coming.
[04:43.450 --> 04:47.910]  So we haven't talked in about two... I want to say... well, it sounds like you guys said hello to each other last week.
[04:47.970 --> 04:50.890]  But we haven't recorded in like two weeks, which...
[04:50.890 --> 04:51.470]  Almost three.
[04:51.630 --> 04:52.010]  Three weeks?
[04:52.130 --> 04:54.930]  Yeah, I think technically three weeks. I think it's the longest break we've had.
[04:55.030 --> 04:57.330]  Yeah, this was the longest gap. It's been horrible.
[04:57.790 --> 05:02.310]  Way, way, way too long to go without recording.
[05:02.310 --> 05:08.050]  I got so fucking lonely. At one point, I texted Gavin sweet stuff.
[05:08.110 --> 05:08.550]  Really?
[05:08.970 --> 05:09.690]  It's true.
[05:09.850 --> 05:10.270]  Wow.
[05:10.430 --> 05:19.050]  I got so low, I texted... and I was thinking about him, and I just texted nice stuff to him that made me feel incredibly lame after I sent it. But I still did it.
[05:19.190 --> 05:21.290]  I think I texted some nice stuff back, didn't I?
[05:21.370 --> 05:22.670]  You did. You're fairly nice.
[05:22.750 --> 05:22.950]  Yeah.
[05:23.130 --> 05:27.630]  What nice stuff? What tier of niceness are we talking about? Just sappy? Just like sweet?
[05:27.830 --> 05:29.390]  Super sappy. And like...
[05:29.930 --> 05:31.210]  Miss ya buddy type thing?
[05:31.710 --> 05:36.230]  Codependent, and like sad, and lovey, that kind of stuff.
[05:36.390 --> 05:37.430]  Okay. I love it.
[05:37.530 --> 05:43.210]  And I just talk to you a hell of a lot over the holiday. Andrew, I probably talk to you more than anybody outside of my girlfriend or my daughter.
[05:43.370 --> 05:57.870]  I feel like I've started texting Andrew more than everyone else combined. Like, I probably, in the last five years, text Andrew like 50 times, but in the Christmas period, I've probably sent him a thousand texts.
[05:57.870 --> 06:02.470]  That was like the weird thing of the break is Gavin and I have established a texting friendship.
[06:02.710 --> 06:05.470]  Oh, I love that. That's so adorable.
[06:05.950 --> 06:11.970]  I missed these interactions so much. And it, you know, as you could expect, things get out of hand over texts as well.
[06:12.710 --> 06:18.870]  Andrew has spent a lot of the last week trying to beat Donkey Kong 64 just from a random text conversation we had.
[06:20.230 --> 06:34.610]  Before we go any further into that, I have to ask, since we talked about Nick's snooze over the break, has anyone else associated with f***face in any way had any major life-changing events in their personal lives they want to talk to that happened over the break?
[06:34.810 --> 06:35.930]  Anyone? Eric? Maybe?
[06:36.210 --> 06:39.450]  No, I can't think of anything. Maybe, uh, no? I don't...
[06:41.670 --> 06:42.070]  Nope.
[06:42.530 --> 06:43.650]  I can't fucking believe you.
[06:43.850 --> 06:44.130]  Okay.
[06:44.390 --> 06:45.910]  What? What do you want me, Geoff, what is it?
[06:45.910 --> 06:46.950]  What happened to Eric?
[06:47.090 --> 06:48.190]  Yeah, what happened to Eric, Geoff?
[06:48.190 --> 06:52.430]  Nothing. I, uh, apparently nothing. Uh, okay, Andrew, you were talking about Donkey Kong 64.
[06:52.450 --> 06:57.210]  Okay, hey, listen, okay, here, here, I got, there, I, and I got f***ed, and then that's it.
[06:57.350 --> 07:01.410]  You got fucking f***ed, which also we found out on social media!
[07:01.630 --> 07:11.130]  Yeah, because I don't talk about my personal life publicly, but I share with my friends, which I consider you, even though Andrew said that Nick is his favorite.
[07:11.370 --> 07:11.890]  Well, I didn't...
[07:11.890 --> 07:15.070]  So you got, you got bleep. That's really exciting for you, Eric.
[07:15.290 --> 07:15.470]  Yep, yep.
[07:15.630 --> 07:16.910]  Congratulations on bleep, man.
[07:16.910 --> 07:17.310]  Thank you.
[07:17.350 --> 07:28.710]  That's really cool. Yeah, I, uh, all the, all the happiness and love to, to Eric on his bleep and Nick on his baby, and also getting married, apparently, to the woman you had the baby with, which is cool, too.
[07:29.310 --> 07:33.250]  I still can't believe that Nick is Andrew's favorite, even with the blackmail.
[07:33.410 --> 07:34.610]  Of course he is.
[07:34.790 --> 07:44.430]  Well, he's never had to deal with negativity from Nick, but all he gets from you, Eric, is, uh, end the show now, what are you talking about, shut up, end the show.
[07:44.430 --> 07:50.530]  You have no idea the ideas, the amount of ideas he comes to me with that I facilitate or try to help him.
[07:51.070 --> 07:59.190]  There's stuff that's never gonna come to fruition that is just out of control, and I don't know how to make a judgment call with him. It's gonna be a mess.
[07:59.450 --> 08:13.450]  You need to just start a bleep face fund and give the credit card to Andrew, and all you need to do, Eric, is make sure that four to five thousand dollars is in that account at all times, and just wait and see what happens.
[08:13.450 --> 08:21.810]  I will say, now that Nick is gone, I can say that I specifically said my favorite that I know the least about. I didn't say favorite, Eric.
[08:22.570 --> 08:24.170]  Oh, so it's a ratio thing.
[08:24.650 --> 08:31.370]  It was a ratio, Nick is great, I'm not saying he's my favorite of all time ever, great guy, love Nick, but I didn't say that.
[08:31.870 --> 08:43.250]  Second of all, I have an appreciation for Eric because I brought up something to him that is an absurd thing to spend any amount of money on, makes no sense, and he never once asked why.
[08:43.250 --> 08:48.990]  I said what it was, and he essentially said, like, well, what color? And I love it, I appreciate it, it's fantastic.
[08:49.750 --> 08:50.030]  That's awesome.
[08:50.030 --> 08:55.350]  So I have a lot of respect for Eric as well. Eric ranks high. I didn't know Eric got bleeped, so apparently I don't rank high.
[08:55.630 --> 09:01.310]  There you go. You should follow each other on social media. That's how he talks to his friends, apparently. And the rest of the world.
[09:01.570 --> 09:04.330]  I text Geoff and he doesn't text me back, does that happen to you guys too?
[09:04.390 --> 09:06.830]  That's not true, I always text you back!
[09:07.010 --> 09:09.230]  I mean, just let me know if that happens to you guys also.
[09:09.410 --> 09:10.730]  Hey Eric, do I text you back?
[09:10.830 --> 09:11.870]  I don't think I have your number.
[09:11.870 --> 09:12.850]  There you go.
[09:16.330 --> 09:21.330]  Well, maybe if you sent me a thousand texts, like the new text buddies, I would respond to a few of them.
[09:21.490 --> 09:24.690]  Text you on Monday, hey, did you watch the New Year's Tom Segura arm break shit?
[09:24.910 --> 09:26.850]  Oh, shit, I'm sorry, I didn't respond.
[09:26.850 --> 09:29.250]  Oh, no, no, don't apologize, I get it.
[09:29.310 --> 09:31.190]  No, I wanted to, no, Eric...
[09:31.190 --> 09:34.570]  It's fine, I understand. I talk to Emily sometimes, it's not a big deal, don't worry about it.
[09:34.570 --> 09:39.650]  Yeah, I did watch it, and by the way, if you're not familiar with what Eric's talking about,
[09:39.750 --> 09:44.170]  another peer or competing podcast of actually famous people that are talented,
[09:44.790 --> 09:49.710]  the Tom Segura, your mom's house, well, actually, Tom Segura and Burt Kreischer's Two Bears, One Cave,
[09:49.750 --> 09:54.390]  they did a live show on New Year's Eve, and they had footage of them playing basketball,
[09:55.010 --> 10:01.530]  and Tom went up to do a dunk, and all of, I guess he tore the patella in his knee,
[10:01.530 --> 10:07.390]  which is a really bad thing to tear, and so he collapsed, and his left arm was behind him,
[10:07.870 --> 10:14.670]  and so he got like a Joe Theismann or Gordon Hayward or Paul George-level broken bone,
[10:15.130 --> 10:20.090]  where he just crushed his arm, and it was bent backwards, and he was laying on the ground,
[10:20.190 --> 10:24.970]  and they have it in 37 different fucking angles, because they were filming it for a TV, for an online special,
[10:25.190 --> 10:27.710]  and then Burt Kreischer walks over when they realize what's happened,
[10:27.710 --> 10:33.210]  and he just picks up his bent backwards arm, and just goes, let me get that for you, and just bends it back straight,
[10:33.350 --> 10:37.770]  and you can see like the bones sticking out and shit. It is fucking horrendous.
[10:38.350 --> 10:38.490]  Ew.
[10:38.750 --> 10:43.390]  Is there a good thing to tear in your knee? You said it was a bad thing, apparently a bad thing to tear.
[10:43.390 --> 10:44.470]  I don't think there's a good thing.
[10:44.530 --> 10:48.010]  No, I don't think there is either, but I think it's worse than, like, it's like if it were a sports injury,
[10:48.070 --> 10:51.310]  it would have been a career-ending injury. Anyway, we can cut that from the podcast if it's not interesting,
[10:51.470 --> 10:55.690]  but it was fucking crazy, and I did, and I've seen it so many times, Eric, that I'm desensitized to it.
[10:55.710 --> 10:56.690]  It doesn't gross me out anymore.
[10:56.690 --> 10:58.210]  I think it would gross people out.
[10:58.250 --> 10:58.990]  So gross.
[10:59.490 --> 11:05.630]  Anyway, now that we're all caught up on well wishes and catching up and your budding text friendship,
[11:06.010 --> 11:08.970]  how's everybody's break? Do you guys have a lot of stuff to talk about?
[11:09.110 --> 11:13.430]  I looked at my phone, my notes I keep, and I have ten things to talk about, which means...
[11:13.430 --> 11:13.790]  Really?
[11:14.110 --> 11:18.890]  That'll be my content for the next six months, because we'll probably get to one every other week.
[11:19.570 --> 11:25.510]  I feel like the last ten episodes have been Geoff struggling to squeeze in one thing off his list.
[11:26.190 --> 11:28.610]  It's been tough, but it's hard to get to.
[11:28.670 --> 11:31.770]  I didn't have much happen over the break, so this might be you.
[11:31.950 --> 11:32.250]  Alright.
[11:32.490 --> 11:37.770]  I'm trying to think, what happened? I had to run around my building almost naked, mainly naked, like a blanket.
[11:38.190 --> 11:38.790]  That was fun.
[11:38.950 --> 11:41.890]  Oh, you said you got, like, tricked by a delivery driver or something?
[11:42.050 --> 11:47.430]  Oh yeah, it was infuriating. So my building is weird where my door doesn't line up with the door to the building,
[11:47.550 --> 11:52.230]  so sometimes people deliver things to the front of the building, even though that's not where I'm at.
[11:52.330 --> 11:55.230]  Your door doesn't line up with the door to the building.
[11:55.230 --> 12:02.230]  No, if you go to the front, it's like a complex, and if you go through the front door of the complex, you'll never find my door.
[12:02.510 --> 12:04.150]  It just isn't, it's not attached to that.
[12:05.170 --> 12:06.170]  Do you just not live there?
[12:06.350 --> 12:08.330]  No, I don't live there. Technically, I don't live there.
[12:08.490 --> 12:11.670]  But it's my address, so it's super confusing for getting deliveries.
[12:12.130 --> 12:17.810]  But most of the time it's not an issue, because I can put a pin of where they need to go, even though it doesn't match with the address, they'll go there.
[12:17.810 --> 12:24.930]  But this person completely ignored the pin, and I had ordered it, every piece of bottom half clothing I had was in the wash at that time,
[12:25.270 --> 12:27.630]  so I was Winnie the Pooh-ing it, once again, no pants.
[12:27.850 --> 12:29.330]  Is that a pretty common thing for you?
[12:29.570 --> 12:29.930]  No.
[12:30.150 --> 12:33.070]  Because I'm starting to see you in my head that way, it happens so much.
[12:33.110 --> 12:38.750]  No, I know it happened with the ankle, but outside of that, this is the only other time where I've been in this situation.
[12:39.050 --> 12:42.490]  Yeah, I'll be honest, it's like replacing my mental image of you.
[12:42.590 --> 12:44.810]  Yeah, same, same, it's like when I think of Andrew...
[12:44.810 --> 12:51.690]  Usually when I think of someone, like I think of Geoff or I think of Andrew, I think of someone just in a generic outfit, I'm not imagining what they're wearing,
[12:51.750 --> 12:56.770]  but you now, I'm specifically imagining your lower half just with your knob out all the time.
[12:56.910 --> 12:59.790]  What color shirt is he wearing when you're imagining it?
[12:59.890 --> 13:02.030]  I think he's wearing a pale blue for me.
[13:02.190 --> 13:06.590]  It's red just like Winnie the Pooh for me. It's like he's literally wearing a Winnie the Pooh shirt.
[13:07.310 --> 13:09.950]  This shirt's even got a collar, it's a short-sleeved shirt with a collar.
[13:13.390 --> 13:20.630]  So I ordered it, and then they text you like a photo of where they left it, and it was the photo of the front of the building, and I was waiting for it,
[13:20.770 --> 13:24.430]  and so I didn't have any bottoms, so I just grabbed what I had, which was this small blanket,
[13:24.810 --> 13:30.390]  and I had to run through the rain and lap the building essentially, quickly grab my food.
[13:30.550 --> 13:35.510]  I ran past like two people, and all I have is this small throw blanket covering my bottom half.
[13:35.650 --> 13:39.750]  I don't even have shoes on because it's a popular area, I don't want my food to get stolen.
[13:39.750 --> 13:46.050]  So I grab it and I run back. I'm frustrated, I open everything, and I got a lemonade,
[13:46.190 --> 13:51.350]  because lemonade, I think a very underrated thing about lemonade, may be the best travel beverage of all time.
[13:51.470 --> 13:56.470]  If you're getting it from a fast food restaurant, it travels so well, the ice doesn't impact it, it's a great...
[13:56.470 --> 13:58.390]  I would say it's the best travel beverage you could get.
[13:58.670 --> 13:58.990]  Interesting.
[13:59.290 --> 14:01.690]  Do you know where they make the best lemonade in the world, Andrew?
[14:01.910 --> 14:03.030]  I don't, I'd love to know.
[14:03.190 --> 14:05.530]  Gavin, do you remember where they make the best lemonade in the world?
[14:05.690 --> 14:07.350]  Oh, was I there at the best lemonade?
[14:07.350 --> 14:13.130]  You were, yeah. It's in Hungary, in Budapest, Hungary, supposedly is where the best lemonade in the world is.
[14:13.730 --> 14:14.410]  Based on what?
[14:14.550 --> 14:15.210]  It's a whole thing there.
[14:15.530 --> 14:21.570]  So if you ever go to... what I'm saying is, not only does it travel well, but if you go to Hungary, it will taste really well too.
[14:21.750 --> 14:22.690]  Okay, Andrew, if you ever go.
[14:22.710 --> 14:24.590]  Okay, noted. On my list.
[14:25.030 --> 14:31.970]  So I get my drink, and I'm trying to put the straw in, and it just won't go in, and I'm getting frustrated, and the straw is bending,
[14:31.970 --> 14:38.270]  and I can't figure it out, and then I lift the lid, because I think, like, maybe there's two lids, and that's just one lid.
[14:38.630 --> 14:44.490]  They fucking, with clear tape, they taped over the lid, the straw hole. I've never seen that.
[14:44.770 --> 14:48.090]  I don't know what the purpose of that is outside of fucking with me, why would you do that?
[14:48.150 --> 14:48.910]  Probably a hygiene.
[14:49.270 --> 14:52.290]  Yeah, they're probably just taping the lid down, so it doesn't spill.
[14:52.510 --> 14:59.590]  No, but it's just like fucking, they use scotch tape. It wasn't like a sticker, it was like somebody scotch taped across, over the hole,
[14:59.590 --> 15:04.830]  and I couldn't see it, because it's clear tape, and it's a clear, it's like a, it matches the lid.
[15:05.010 --> 15:09.170]  Are you still, are you back in your place now, or are you holding up a blanket still?
[15:09.170 --> 15:11.630]  No, no, no, no, no, no, no, I'm now back in my place.
[15:11.750 --> 15:12.870]  Okay, Dick's out again.
[15:13.150 --> 15:22.470]  Dick is still out, thing's still in the dryer, and I'm just furiously stabbing this drink with a straw, and it will not go through, and it was a tape issue.
[15:22.470 --> 15:30.550]  I've ordered plenty of food before, I've never had the top sealed like that, and also the bag was like, stapled shut, so it's like, what are you doing?
[15:30.890 --> 15:33.870]  I don't need that much security, I don't know what the value is of the tape.
[15:33.930 --> 15:37.310]  No, it's like, tamper-proof, it's making sure the drivers aren't eating your food.
[15:37.410 --> 15:42.210]  They could just take the fucking lid off, if they want to, second of all, I'm ordering...
[15:42.210 --> 15:45.410]  Isn't the lid taped down too? Like, doesn't the tape extend over the lip?
[15:45.410 --> 15:52.070]  No, the lid was just the lid, they just taped down the little, it was a tiny little cross that only covered the straw hole.
[15:52.110 --> 15:56.490]  And it's like, I'm ordering from a fucking fast food place, I don't need it to be Fort Knox.
[15:56.630 --> 16:01.990]  I'm okay, I'm accepting a level of risk, I can live with that, but I've never had it taped before.
[16:02.190 --> 16:09.730]  And it just felt like I was being fucked with, and for it to go back to back, with my pantsless run around the building, and then have the drink thing, I was just fed up.
[16:09.830 --> 16:12.510]  I was furious. As irate. So that was my food thing.
[16:12.630 --> 16:14.090]  Was it from a hamburger sandwich shop?
[16:14.550 --> 16:16.930]  Those don't exist. So, no.
[16:17.570 --> 16:24.770]  I'm gonna go out on a limb, Andrew, and say that they weren't pranking you, they were just trying to keep it from spilling. Probably from past experience.
[16:24.970 --> 16:28.870]  How often does a thing spill out the straw hole? That never happens.
[16:29.030 --> 16:35.910]  I would ask the professionals. As a matter of fact, why don't you order from them again, and in the special notes, ask them the question.
[16:35.910 --> 16:46.950]  Be like, last time I ordered, I noticed, or two times ago, I noticed some tape over the lip. Is this a common practice? And if so, is it born from being overly cautious? Was there an inciting incident?
[16:47.170 --> 16:51.450]  How are they gonna reply, though? Are they gonna leave a note? They're not gonna send a representative with the food.
[16:51.530 --> 17:02.490]  Dude, if you can order a pizza from Domino's and ask them to draw a Pikachu on it, and they fucking do it in full color, I'm sure they can jot a note down saying, yeah, dipshit, we don't want it to spill.
[17:03.750 --> 17:04.950]  Also, we spit in everything.
[17:04.950 --> 17:19.930]  I've gotta be honest, if I had nothing to wear, I don't think I would resort to just putting a blanket around my bare cock and balls and ass. I would probably just quickly put on something dirty, because that's gonna be a lot more convenient than holding a blanket around myself.
[17:19.990 --> 17:26.430]  Before the blanket, I would grab a t-shirt and put my legs through the fucking armholes and pull it up and tie it like a belt.
[17:26.570 --> 17:28.730]  Well, then you'd be dangling through the neck hole.
[17:28.930 --> 17:31.570]  Not if you leave enough space, like MC Hammerpants, kind of.
[17:32.030 --> 17:37.170]  You guys are also just summoning items. I didn't have either of those. Those weren't choices. I had to go.
[17:37.270 --> 17:42.290]  So you had no access to any lower half clothing anywhere?
[17:42.650 --> 17:51.310]  No, not at the time. I would have had to go up several levels. It couldn't have been further from me where my clothing was.
[17:51.670 --> 17:56.750]  So I just grabbed what I had in the space that I was in, and the most cover I could get was a blanket.
[17:56.910 --> 17:59.570]  You hate changing floors. I feel like we've established this.
[17:59.570 --> 18:11.310]  Here's the thing. It's not even a hatred of changing floors. My food is out there, Gavin. Busy street. Every second is a layer of risk, and I'm taking a gamble by going for the extra levels.
[18:11.810 --> 18:15.370]  I mean, if it's that desperate, why are you ordering food with no pants on?
[18:15.550 --> 18:27.850]  Well, because it's never happened before. This is an anomaly. This was a shocking thing that has never happened, and for it to go back to back with also the straw being covered was wild. It was too... never seen it before.
[18:27.850 --> 18:37.550]  If I saw a guy shuffling through the rain holding a blanket around his lower half, I would definitely think he's got no underwear on. That's exactly what that says to me.
[18:37.770 --> 18:42.210]  Yeah, but why do you care? I don't care. That doesn't bother me.
[18:42.550 --> 18:44.610]  Oh, well, yeah, that's a good point.
[18:44.610 --> 18:56.630]  What if it was the guy's first day and then, like, the next day he came into work and his boss was like, listen, we've had like 30 complaints from bottomless Canadian men who had to go outside in the rain to get their orders.
[18:56.770 --> 19:00.830]  You've gotta... we gotta mix things up. You gotta do things differently. It's upsetting the balance.
[19:01.150 --> 19:05.430]  I didn't complain. I just... I went about my day and was very confused by the lemonade.
[19:05.750 --> 19:07.050]  How was the lemonade when you got it open?
[19:07.370 --> 19:11.290]  Delicious. It travels so good. Lemonade is such a good travel drink.
[19:11.350 --> 19:13.250]  Do they put, like, chunks of real lemon in it?
[19:13.250 --> 19:15.810]  Absolutely not. No, this is like a fast food.
[19:15.950 --> 19:22.550]  Have you got any extra use out of your Keurig since the cookie coffee and all that garba?
[19:22.770 --> 19:29.090]  Have I ever? I'm loving the Keurig. I haven't made a cup of coffee in it since, but I'm loving it. I'm having a great time.
[19:29.250 --> 19:32.150]  I still think you should give coffee another chance, maybe in a clean mug.
[19:32.150 --> 19:40.750]  I definitely will. I'm not done with coffee. I just have been really enjoying... I got a whole hot chocolate lifestyle going right now. Fantastic from bed.
[19:41.050 --> 19:45.450]  I haven't moved my Keurig. It's where my waffle maker used to be. It's still next to my bed.
[19:45.790 --> 19:54.250]  I feel like your level of enjoyment of anything is very highly impacted by how little you have to move.
[19:54.570 --> 20:00.590]  Like, if everything that you need is in the same room, it, like, boosts your joy somehow.
[20:00.590 --> 20:07.010]  How delightful. Just imagine, Gavin, how delightful it is. You wake up. You don't even have to get out of bed.
[20:07.090 --> 20:12.050]  You're still wrapped up in covers. You're comfy. And you click a button and you got hot chocolate all of a sudden.
[20:12.250 --> 20:16.870]  Now you're drinking hot chocolate from bed. You haven't even gotten out of bed. That's a win on the day.
[20:16.990 --> 20:20.230]  You're like the poor version of Caligula Bot in Futurama.
[20:21.590 --> 20:25.930]  I just like hot chocolate. It's a delicious beverage and I can enjoy it from my bed.
[20:26.030 --> 20:29.510]  What's the first thing you did this morning after you left your bedroom?
[20:30.470 --> 20:31.970]  Have you left your bedroom today?
[20:32.790 --> 20:37.050]  No, I have. I have. I'm trying to think. I went to the kitchen, I guess.
[20:37.610 --> 20:39.570]  Yeah, I went to the kitchen. I made toast.
[20:39.810 --> 20:40.370]  You made toast?
[20:40.510 --> 20:41.730]  Yeah, it's not that eventful.
[20:41.790 --> 20:44.290]  What was the clothing situation on that journey?
[20:44.490 --> 20:45.830]  I had underwear. I had underwear on.
[20:45.910 --> 20:46.650]  Okay, cool.
[20:46.950 --> 20:47.830]  I'm not a pants guy.
[20:48.070 --> 20:49.270]  Teddy whities or boxers?
[20:49.270 --> 20:52.390]  Never. No, I'm more of a boxer, boxer brief guy.
[20:52.550 --> 20:53.170]  Gotcha. Me too.
[20:53.830 --> 21:03.910]  So in our big long text conversation, we got into the subject of Donkey Kong 64, which to me is a game that I played in like 1999 or whatever it came out.
[21:04.110 --> 21:05.370]  When did it come out, Andrew? Somewhere around then?
[21:05.490 --> 21:06.010]  I have no idea.
[21:06.230 --> 21:08.870]  Yeah, I don't know why I'm asking. So I love it because I was a kid.
[21:09.130 --> 21:14.250]  Andrew is always talking about how it's such a shit game and he lists reasons it's shitty.
[21:14.450 --> 21:20.770]  And looking back on it, yeah, it has like a billion collectibles and you have to play every level like five times because it's five characters.
[21:20.770 --> 21:26.030]  So it is a pain in the ass and they make you play the original Donkey Kong, which is freaking impossible for me for some reason.
[21:26.290 --> 21:28.130]  It's not a fun game, the original Donkey Kong.
[21:28.310 --> 21:32.650]  No, I'm so bad, especially on a Nintendo 64 controller for some reason.
[21:33.390 --> 21:37.690]  So Andrew, he's always been shitting on it. And then he announces to me, I've never played it.
[21:38.050 --> 21:38.450]  No.
[21:38.690 --> 21:45.150]  Never touched it. So I challenged him to play the whole of Donkey Kong 64 by the next recording, which is today.
[21:45.390 --> 21:50.090]  And I was thinking he'd probably actually quite enjoy it. Andrew, thoughts?
[21:50.090 --> 21:55.930]  It starts out awful. It's terrible. Like the first, I don't know, 10 hours, not great.
[21:56.530 --> 22:02.350]  Then it gets enjoyable for maybe six hours. And then I haven't played it because it's dreadful once again.
[22:02.550 --> 22:07.670]  There's so many characters. There's so many unnecessary currencies. There's just too much everything.
[22:08.190 --> 22:14.770]  Geoff, I had him stream just to me his progress in Donkey Kong. And I didn't have a mic, no game audio.
