[00:00.000 --> 00:04.920]  Does it ever feel like you're a marketing professional just speaking into the void?
[04:46.600 --> 04:53.160]  Then I notice that the flight that I'm gonna be taking from Dallas to Austin is late as well, coming in from Detroit.
[04:53.220 --> 04:56.740]  And I'm like, even better, it took off 15 minutes late, so we really have some time to play with.
[04:56.740 --> 05:02.200]  And I'm just watching the DFW get shut down for a little while.
[05:02.340 --> 05:07.080]  So I'm just watching on my phone trying to figure out if we're gonna make this connecting flight, you know.
[05:07.940 --> 05:11.640]  And we're just sitting in Florida and we're sitting in Florida and we're sitting in Florida.
[05:11.780 --> 05:17.480]  And then they board us at about 4.45, a full hour after we were supposed to take off.
[05:17.880 --> 05:22.740]  And my grace period in DFW has disintegrated.
[05:22.740 --> 05:26.620]  And now we're gonna land two minutes before the other flight takes off.
[05:26.780 --> 05:28.740]  And I'm like, we're probably not gonna make this flight.
[05:28.840 --> 05:33.020]  So I hop over to see about switching to a later flight.
[05:33.360 --> 05:35.920]  All the later flights are booked for American Airlines for the rest of the night.
[05:36.180 --> 05:37.740]  And I go, well, that sucks.
[05:38.020 --> 05:42.020]  And so I thought, you know what? This is something we Austinites deal with.
[05:42.360 --> 05:46.140]  I'm sure it's affected... Eric, maybe you haven't lived here long enough, but I'm sure it's affected the others of you.
[05:46.140 --> 05:55.000]  Every once in a great while, we have to land at DFW as Austinites, rent a car, and drive it one way to Austin to get home.
[05:57.680 --> 06:02.360]  Here's the thing. It's about three hours and five minutes from DFW to my house, right?
[06:03.040 --> 06:09.740]  There's nothing worse than landing in Dallas at 8 p.m. and not being able to leave until 8 a.m. the next morning because all the flights got canceled.
[06:10.060 --> 06:14.480]  And you have 12 hours and you're like, it's a fucking three-hour drive. I'm so close to home.
[06:14.480 --> 06:20.040]  So every once in a while, you rent a car one way and drive it home and that's just... you just deal with it.
[06:20.120 --> 06:25.060]  Well, and pro tip as well, the last flight from Dallas to Austin is often a fake flight.
[06:25.140 --> 06:26.380]  Is often a fake flight.
[06:26.480 --> 06:28.900]  It just sometimes just gets canceled, never goes.
[06:29.360 --> 06:35.220]  Yeah, exactly. And so I'm not hyper concerned because worst case scenario, we're just going to drive home.
[06:35.520 --> 06:40.720]  But while we're on the... we get on the plane, we're sitting on the runway, we sit on the runway for 45 minutes before we take off.
[06:40.720 --> 06:45.920]  As soon as we take off, we have now definitely missed this other flight, I've been thinking, you know.
[06:46.900 --> 06:51.880]  And so there are no other flights for the rest of the day. I look for... I think... not a big deal.
[06:51.880 --> 06:53.860]  Like I said, not a big deal. I'll just rent a car once we get in the air.
[06:54.300 --> 06:56.720]  Get in the air, turn the air... turn the internet on.
[06:57.140 --> 07:02.740]  The first thing that happens is I get an alert from American Airlines that says, your connecting flight has been canceled.
[07:04.800 --> 07:11.340]  There are no more flights for you to take today. Please call this number. Our app is down right now.
[07:11.420 --> 07:15.400]  Please call this number to schedule your next flight.
[07:15.760 --> 07:22.980]  And I'm like, I'm in the fucking air, somewhere over Alabama. How am I going to call American Airlines and change my fucking flight?
[07:23.060 --> 07:27.140]  So I'm like, I'm kind of stuck. But I'm also looking and there's no other flights for the rest of the day.
[07:27.200 --> 07:30.000]  As a matter of fact, I look at all airlines just for the hell of it.
[07:30.000 --> 07:35.960]  The only flight going out is a Southwest flight out of Love Field, which is a different airport a half an hour away from DFW.
[07:35.960 --> 07:44.040]  And I'm not going to land in DFW, get in an Uber, drive to another airport to get in a fucking Southwest flight, of all things, to fly back to Alabama.
[07:44.280 --> 07:46.400]  So I'm like, we are definitely taking the car.
[07:46.540 --> 07:50.900]  So I load up Hertz and I go to rent a car and they're like, I'm sorry, there's no cars at this airport.
[07:51.140 --> 07:52.020]  And I go, that's weird.
[07:52.020 --> 07:57.300]  So I load up Orbitz or Kayak that has all of the different car rental companies.
[07:57.540 --> 08:01.420]  And they're like, we're sorry, there are no cars in the DFW airport at all.
[08:01.620 --> 08:04.640]  So I have Emily check, no cars at all.
[08:04.920 --> 08:09.960]  So then I go, all right, well, worst case scenario, worst case scenario.
[08:10.320 --> 08:18.060]  We land, I Uber to a different location, like a different Hertz or Enterprise, rent a car off airport, rent one of those cars, take it back.
[08:18.380 --> 08:21.940]  No, no, there's not a car in Dallas for rent.
[08:21.940 --> 08:24.280]  Within 40 miles of the DFW airport.
[08:24.700 --> 08:27.740]  It's the first time in my life I have ever seen that.
[08:27.940 --> 08:29.180]  Emily doesn't believe it.
[08:29.220 --> 08:29.920]  She's incredulous.
[08:30.580 --> 08:31.120]  She looks.
[08:31.380 --> 08:32.120]  It's true.
[08:32.320 --> 08:34.560]  And of course, I've got shitty plane internet, right?
[08:34.700 --> 08:41.740]  So everything is hyper slow and it keeps disconnecting and I have to keep reinitializing the American Airlines website.
[08:41.960 --> 08:42.920]  That makes it work again.
[08:43.240 --> 08:44.700]  And so it's a fucking nightmare.
[08:44.920 --> 08:50.940]  It's like, you know, I don't know, trying to research a term paper on a modem from 1989.
[08:51.740 --> 08:54.540]  It's, uh, I'm getting like 11K throughput.
[08:54.740 --> 08:55.560]  It's fucking brutal.
[08:56.960 --> 08:57.360]  And...
[08:57.360 --> 09:04.180]  So they do that thing where if you want to look at a picture of a woman with her tits out, it just loads line by line and takes forever.
[09:04.200 --> 09:06.880]  Yeah. And then you like, at some point you're like, that's enough tits.
[09:07.000 --> 09:07.800]  I can jack that for you.
[09:08.340 --> 09:09.680]  I don't need the lower half.
[09:11.160 --> 09:14.120]  So I, uh, I got almost to her belly button.
[09:14.200 --> 09:14.500]  That's good.
[09:17.980 --> 09:24.020]  So I'm a little nervous now because I'm landing in Dallas at 7.30 PM now.
[09:24.760 --> 09:27.140]  And I, there's no flights out of DFW.
[09:27.360 --> 09:29.000]  I checked that Southwest flight.
[09:29.160 --> 09:29.800]  It's booked now.
[09:29.920 --> 09:31.620]  So I can't even take that if I want to.
[09:32.140 --> 09:37.540]  Emily's like, there's a bus you can take, like a super speed bus that you can take from Dallas to Austin.
[09:37.580 --> 09:38.360]  Oh, hell yeah.
[09:38.380 --> 09:39.140]  I'm like, fuck it.
[09:39.180 --> 09:40.520]  We'll take the super speed bus.
[09:41.000 --> 09:43.000]  Go to, go to get, get that.
[09:43.500 --> 09:48.940]  Can't because it takes off from Dallas Love Field, the other airport that's 30 minutes away.
[09:48.980 --> 09:51.560]  And it takes off sharp at 8 PM.
[09:51.860 --> 09:54.900]  I end up not landing till like 7.40, I think.
[09:55.180 --> 09:57.900]  And so there's literally impossible for me to get to that one.
[09:58.260 --> 10:01.360]  So then I go, I'm going to, maybe I'll rent like a black car service.
[10:01.480 --> 10:01.760]  Right.
[10:02.500 --> 10:03.740]  And so I started looking at that.
[10:03.820 --> 10:05.700]  I can't find one for under like a grand.
[10:05.800 --> 10:08.020]  So I go to Emily and I'm like, I've given up.
[10:08.380 --> 10:09.440]  I give up.
[10:09.600 --> 10:11.460]  We're stuck in Dallas for the night.
[10:11.460 --> 10:15.420]  Like, I can't fucking believe I'm three hours away from my front door.
[10:15.460 --> 10:21.580]  And you, my beautiful wife, who I miss dearly because we are so codependent that even 24 hours apart is becoming difficult.
[10:23.400 --> 10:24.540]  I don't know what to do.
[10:24.560 --> 10:25.820]  And she goes, I'll take care of it.
[10:25.860 --> 10:27.340]  You're not spending the night in Dallas.
[10:27.780 --> 10:28.300]  Text me back.
[10:28.320 --> 10:31.200]  And she goes, a car is going to pick you up at baggage claim.
[10:31.580 --> 10:32.360]  Look for your name.
[10:32.600 --> 10:34.420]  She rented us a car service.
[10:34.420 --> 10:43.460]  And a guy at 8 p.m. last night in a black Chevy Tahoe or a black Suburban drove Millie and I from the airport home.
[10:43.820 --> 10:45.580]  We didn't get home till almost midnight.
[10:46.980 --> 10:47.780]  That's nuts.
[10:48.120 --> 10:48.300]  Yeah.
[10:48.600 --> 10:49.980]  You got your own speed bus.
[10:50.720 --> 10:51.120]  Absolutely.
[10:51.620 --> 10:54.040]  And I would never have done it because of how much it cost.
[10:54.100 --> 10:54.660]  It was brutal.
[10:55.120 --> 11:03.020]  But I'm so glad she did because I had so, you know, I had threaded that trip so tightly because we have so much to do over the next couple of days.
[11:03.020 --> 11:07.980]  Like we're recording nine videos, I think, and streams over in Thursday and Friday.
[11:08.580 --> 11:12.840]  So I couldn't miss any of that, obviously, because, you know, people start to go out of town again real soon.
[11:13.040 --> 11:16.260]  And so I was kind of stuck like I had to get home.
[11:16.940 --> 11:21.000]  And so I did something I didn't I didn't think I'd ever do in my life.
[11:21.340 --> 11:25.420]  I took a private car from Dallas to Austin because my wife booked it for me.
[11:25.420 --> 11:31.920]  Well, even if you flew very early this morning, you probably would have been here in time for stuff, but you'd have been knackered.
[11:31.960 --> 11:33.440]  You'd have to wake up like four or something.
[11:33.800 --> 11:36.240]  I would have gotten home at like 10, 15.
[11:36.720 --> 11:39.680]  I probably would have landed at like 945. So I probably got home like 10, 10, 15.
[11:39.800 --> 11:43.120]  Yeah. And then basically turned on my computer and sat down and got ready to go.
[11:43.940 --> 11:47.020]  And with no, you know, I didn't have any more changes of clothes or anything.
[11:47.160 --> 11:50.040]  So I was only at my mom's for a night. So I had to have been dirty and gross.
[11:50.160 --> 11:52.040]  And I don't do well in those situations.
[11:52.040 --> 11:59.420]  So I would have not have. I'm already not all here today because for some reason, after all that, I slept like dog shit last night.
[12:00.540 --> 12:05.320]  Just adrenaline. Something about being overtired makes you unable to sleep.
[12:05.900 --> 12:08.860]  Yeah. It's like your body gives you half of a second wind.
[12:09.380 --> 12:19.140]  Yeah, exactly. And so I'm not all I'm not 100% today, but I'm way better than I would be if I'd had to go from a double tree to DFW to home this morning.
[12:19.940 --> 12:25.700]  And I got to say, that's up there with some of the shittiest customer service I've experienced in that fuck.
[12:25.740 --> 12:30.920]  American Airlines just was like, no. And then the app just wouldn't load for the rest of the night.
[12:30.980 --> 12:32.920]  They're like, we're having app problems. And it just crashed and crashed.
[12:33.000 --> 12:35.720]  I never heard from American Airlines again. Nobody called me.
[12:36.060 --> 12:39.220]  They just sent me one email that said, your flight's been canceled. Call us.
[12:39.420 --> 12:43.400]  Like just didn't seem to give much of a shit at all.
[12:43.400 --> 12:49.740]  No attempt to reschedule us by anybody. And it's like start. It makes you wonder, like, what the fuck am I executive platinum for?
[12:49.900 --> 12:53.040]  You know, you know what that email was? What? It was the fuffle.
[12:54.740 --> 13:03.940]  I was going to say, that's the moment I felt the fuffle is when I was in the air and I got the email telling me that my only course of action was to call them while I was airborne.
[13:04.160 --> 13:10.000]  You know, I have a question. Were all of the other flights canceled or were they just full?
[13:10.840 --> 13:15.920]  Canceled, full, canceled and full. It was a mixture of them. I guess there was some weather in Dallas yesterday.
[13:16.020 --> 13:20.840]  They stopped the airport, shut the airport down for a little while. And so they just canceled a bunch of flights.
[13:21.140 --> 13:24.280]  Did you try standby on any of those, of the remaining ones?
[13:25.000 --> 13:30.520]  No, I didn't try standby. I didn't think it was. I had Millie with me.
[13:30.820 --> 13:37.180]  And I would have done that a couple of years ago when executive platinum used to have a little bit more weight to it.
[13:37.180 --> 13:46.320]  But now it's nothing. And I don't think, I think if I tried to standby, then I would have made it home at two in the morning instead of midnight because I would have taken the car later.
[13:46.760 --> 13:53.520]  I've been having a good standby luck recently, though, because I often land in Dallas and I know that the last flight is nine times out of ten just not going to go.
[13:53.880 --> 14:00.840]  So I always standby to an earlier flight. And so many people miss their flights or miss their connections in Dallas that I almost always get on.
[14:01.340 --> 14:06.460]  Standby for an earlier flight almost always works. Standing by for a later flight never works.
[14:06.460 --> 14:12.320]  That's a universal thing. I don't know why, but standby for a later flight never works for me.
[14:12.400 --> 14:18.640]  I agree with you. Sometimes you get lucky. You land a DFW and you're like, there's a flight going to Austin in nine minutes. I bet I can get to that gate.
[14:19.360 --> 14:24.720]  I feel like 9-11 ruined all travel innovation for fun. Everything's serious.
[14:24.720 --> 14:37.720]  Like I'm trying to I'm trying to think of alternate methods of of a world in which travel is unlimited, where we luxury travel becomes actual luxury and not like your perk is you get to keep your shoes on.
[14:39.140 --> 14:50.300]  That is the perk. That is the perk. Like, I feel like because of events, it has pivoted innovation into everything has to be taken super seriously at all times.
[14:50.300 --> 14:56.900]  Like what if there is a plane, you know, because like if you get on a bus, a bus will take you several places, right?
[14:56.920 --> 15:06.540]  Like it's going here to there and you can get off when you want to. If you have a parachute license, you should be able to just jump out of planes as they fly over.
[15:06.640 --> 15:19.260]  Just like dump out at any point? Just dump out. Yeah. Like why? I'm trying to think about like if you flew over Austin or were within parachuting distance of Austin as a side solution, potentially.
[15:19.260 --> 15:26.900]  That'd be a hefty waiver, I think you'd have to sign. Yeah. You like open you. You open my eyes to this. I never even considered this. You're totally right.
[15:26.960 --> 15:31.000]  Like the perk is keeping your shoes on when the perk should be parachute because you're close.
[15:31.300 --> 15:41.320]  It should be like there should be fun stuff that like they're expanding on it. Instead, it's like, oh, our innovation is we're making standable seats so more people can be in the plane.
[15:41.320 --> 15:54.420]  That sucks. Let me jump out of the plane if I'm qualified and I have my license. Oh, where are you headed? I'm on the flight to Hawaii, but really, I'm not. I'm hopping off over here. I'm not going there.
[15:54.660 --> 15:59.940]  That's we're all we're all there. We're all there. Where are we dropping, boys? We just kick the door open and get out.
[16:00.320 --> 16:04.840]  Well, you can't kick the door open because other people are like drinking their sodas and it's going to make that that's a kerfuffle, right?
[16:04.840 --> 16:13.660]  There's a drop. Maybe if there was no, there's a drop, a room in the back that's got like a door. Yeah, Jeff, that's the that's the travel innovation fund that Andrew is requesting.
[16:13.860 --> 16:22.840]  I'm all for indoor. Yeah. Can you jump out of a movie or a plane and skydive? Is that too fast? At what point are you going too fast to skydive?
[16:24.140 --> 16:30.200]  Wait, what are you? Hang on. What are you? What are you asking at the first part of what you just asked?
[16:30.940 --> 16:39.720]  Because you I feel like, you know, like in Maverick 2 or Top Gun 2, it's not Maverick 2, it's he's Maverick in the second run.
[16:40.600 --> 16:45.320]  He's like flying through space or something in the beginning and he's going super fast.
[16:45.660 --> 16:49.220]  I feel like there's a speed in which you can't hop out of a plane.
[16:49.960 --> 16:55.780]  I was just curious if airlines, do they get that? I feel like you can jump, right? Because DB Cooper jumped.
[16:56.720 --> 17:04.840]  So it says the plane you're traveling at is flying at about roughly 100 miles an hour when you're skydiving.
[17:05.840 --> 17:13.880]  So a flight at 33,000 feet like a commercial airliner is probably flying at about 300 or 350 miles an hour.
[17:13.880 --> 17:24.080]  So it'd be zippy. It'd be zippy. I think the thing that might be more dangerous would be the temperature outside the plane at the height that that plane is flying.
[17:24.240 --> 17:28.360]  See, but we're you guys are still within the confines of where we're at now.
[17:28.360 --> 17:44.920]  Andrew's saying, what if there was innovation for fun? And I'm on board. We probably would get skin suits that keep you warm at 33,000 feet going 350 miles an hour that let us cut through the air. No problem.
[17:45.320 --> 17:52.560]  That's what would have been innovated. I'm OK with that. I'm totally on board with that. I'm just throwing out what the problem is to overcome.
[17:52.560 --> 18:05.300]  Yeah, we got to solve them. But I do. I love the idea of a plane that instead of just landing at DFW, it does a couple of zigzags over Austin for anybody that wants to jump out and just go straight home and just cut the airport out altogether.
[18:05.560 --> 18:14.400]  Anyone need to go here? You guys close here? We good with this? What are you doing with your luggage? You figure it out. There's got to be some kind of innovation for luggage.
[18:14.400 --> 18:21.540]  I only had a backpack. I've only got a backpack. Where's your parachute? What about a little backpack parachute?
[18:23.160 --> 18:29.680]  We'll strap it on. It shoots down with you. Wear your backpack on the front. Parachute backpack on the back. There you go.
[18:30.100 --> 18:35.840]  Well, I think it would be a thing clearly where you can't just land wherever you want from the thing. There'd be like a landing zone.
[18:35.840 --> 18:49.060]  Oh, that takes away most of the benefit. No, I want to land on my front door. No, that's crazy. We can't be having that because then you just got people fucking parachuting in from all over the city.
[18:49.300 --> 19:02.480]  Like it's just complete chaos. There needs to be a landing area. And in movies and like military movies, they have those things where they like wrap up all of the packages and then shoot them at the plane and they have a parachute. Do that.
[19:02.480 --> 19:12.240]  What, like a like a loadout drop? Yeah, you check it and it's like a loadout box and they know, OK, the people that are dropping here need their shit pushed out at this point.
[19:14.420 --> 19:21.280]  It's that. That is what a direct flight is. A direct flight is no jumpers. You're just going there as fast as possible.
[19:21.740 --> 19:27.520]  I'd be so down in the dumps if I dived out of a commercial airliner and then had to get on a bus.
[19:28.960 --> 19:33.580]  Yeah, well, I want to land right in my front lawn. I agree.
[19:33.680 --> 19:40.880]  See, and this is this is the problem with innovation, Eric, is we just introduced this idea that you can fucking jump from a plane to save.
[19:41.100 --> 19:49.920]  And Gavin's upset about the bus ride after he lands. We just created this whole new thing. And now he's mad that he has to take a bus. You're jumping out of a plane.
[19:50.320 --> 19:55.580]  How's that any quicker? I might as well just land in the airport, get my luggage and just get in a car there.
[19:55.580 --> 20:00.320]  The plane's not landing there. The plane's landing in DFW. You just have to get out.
[20:00.760 --> 20:05.680]  You're not getting anyone over the age of 40 to jump out of this plane. That's fine. Oh, Jeff's jumping.
[20:06.400 --> 20:13.500]  Well, we'll see. Well, you need to have a license. You can't just jump. My jumping out of the plane is contingent upon how much of a kerfuffle the day has been up to that point.
[20:15.560 --> 20:25.140]  You're on a regular flight. Your flight gets cancelled. You're like, oh, I'll stand by on an earlier one. But this is a non-lander. Let me suit up.
[20:26.180 --> 20:35.400]  I guess what would you do if, let's say you slept through your drop, your drop point, and then you have to let you just, I guess, jump out at the next city that they're flying over to get.
[20:35.880 --> 20:40.900]  That's on you. You got to figure that out. That's definitely on you. I'm just it's the funny problem to have.
[20:40.900 --> 20:42.600]  Just stay on the plane at that point.
[20:43.600 --> 20:49.120]  Oh, but every time, like the longer you stay the further away you're getting from where you're supposed to get out.
[20:49.380 --> 20:53.340]  If I'm above Houston, I'm already astronomically too far away.
[20:53.680 --> 20:55.800]  Is Austin your landing zone in this hypothetical?
[20:56.740 --> 20:57.760]  Yeah, I live in Austin.
[20:58.320 --> 21:00.880]  Yeah, I mean, we're talking about jumping out of planes.
[21:00.880 --> 21:08.240]  I just said the country's so damn big that the next city over doesn't mean anything.
[21:08.440 --> 21:10.140]  I might as well be in Pensacola.
[21:11.200 --> 21:11.700]  Don't go there.
[21:12.360 --> 21:14.160]  Yeah, I've been hearing some negative stuff about that.
[21:14.580 --> 21:15.440]  Nah, it's fine.
[21:17.280 --> 21:20.340]  When you're starting a business, it's insanely stressful.
[21:20.640 --> 21:22.760]  It feels like you're spinning 16 plates at once.
[21:22.900 --> 21:25.200]  And as you proceed, they only multiply.
[21:25.420 --> 21:28.460]  It's why I'm so thankful for an incredible service like Shopify.
[21:28.460 --> 21:31.740]  Shopify, in my opinion, is the best at what it does.
[21:31.940 --> 21:36.200]  And knowing that we have all of the support and tools it provides is the best feeling.
[21:36.760 --> 21:43.040]  Shopify is the commerce platform behind millions of businesses worldwide and 10% of all e-commerce in the US.
[21:43.280 --> 21:47.560]  It ranges from giants like Mattel or Gymshark to brands just getting started.
[21:47.880 --> 21:51.160]  So no matter where you are in the evolution of your business, you are covered.
[21:51.160 --> 21:58.520]  With Shopify, you have access to their design studio, providing you with hundreds of ready-to-use templates to build your online store.
[21:58.920 --> 22:08.020]  Shopify is loaded with helpful AI tools, allowing you to accelerate the process of things like product descriptions, page headlines, and even enhance your product photography.
[22:08.460 --> 22:13.120]  Shopify allows you to easily create email and social media campaigns wherever your customers are.
[22:13.520 --> 22:15.660]  It's like you have a full marketing team behind you.
[22:15.660 --> 22:25.980]  And on top of all that, Shopify is your commerce expert with world-class expertise from managing inventory, to international shipping, to processing returns, and beyond.
[22:26.420 --> 22:30.980]  As a business owner who uses Shopify, I don't want to imagine navigating those things without it.
[22:31.220 --> 22:33.480]  If you're ready to sell, you're ready for Shopify.
[22:33.960 --> 22:41.080]  What I love about Shopify is no matter how big you want to grow, Shopify gives you everything you need to take control and take your business to the next level.
[22:41.080 --> 22:46.800]  Or even if you're happy at the level you're at, it's just a relief as a business owner to know you are in great hands.
[22:47.220 --> 22:49.080]  Turn your big business idea into...
[22:49.700 --> 22:51.500]  with Shopify on your side.
[22:51.900 --> 22:57.860]  Sign up for your $1 per month trial and start selling today at shopify.com slash face.
[22:58.040 --> 23:02.980]  Go to shopify.com slash face, shopify.com slash face.
[23:04.100 --> 23:05.200]  Hey, it's Eric.
[23:05.440 --> 23:10.160]  Summer's here and you want to spend less time cooking and more time doing a fun summer activity.
[23:10.160 --> 23:14.560]  You know, kind of getting out, going to a ball game, hanging out with friends, just doing something different.
[23:14.720 --> 23:20.340]  Why spend so much time cooking when you can use Factor and have more time to do the stuff that you want?
[23:20.500 --> 23:27.540]  Factor's chef-crafted, dietician-approved meals are ready in just two minutes, taking the hassle out of eating well.
[23:27.820 --> 23:32.880]  I've been eating the garlic herb chicken with vegetable risotto and roasted green beans.
[23:33.040 --> 23:34.920]  That's like its official name.
[23:35.000 --> 23:38.000]  I've just been saying really good chicken with this rice and the green beans.
[23:38.180 --> 23:39.360]  Dude, it's so good.
[23:39.360 --> 23:43.100]  It's unbeatable and it's unbeatable because of Factor.
[23:43.460 --> 23:48.500]  Factor powers your day all day with breakfast, lunches, premium dinners, and even snacks and desserts.
[23:49.020 --> 23:50.220]  Factor has your whole day covered.
[23:50.580 --> 24:04.420]  Head over to factormeals.com slash regulation50off and use code regulation50off to get 50% off plus free shipping on your first box.
[24:04.860 --> 24:07.780]  Factor meals arrive fresh and are ready to eat.
[24:07.780 --> 24:09.240]  I mean, you heat them, you go.
[24:09.680 --> 24:12.440]  I can't say enough the convenience, how good it is.
[24:12.540 --> 24:13.720]  I really appreciate it.
[24:13.800 --> 24:20.360]  And with 45 weekly menu options, you can pick gourmet meals that fit your summer gains and your summer goals.
[24:20.440 --> 24:23.540]  Get that summer body that you want with the calorie smart option.
[24:23.660 --> 24:24.220]  Protein plus.
[24:24.360 --> 24:28.180]  Do you know you should be eating around your body weight like one gram of protein per?
[24:28.360 --> 24:31.040]  It's just something that you need to know and Factor can help you do that.
[24:31.040 --> 24:40.020]  So get started at factormeals.com slash regulation50off and use code regulation50off to get 50% off plus free shipping on your first box.
