[00:00.000 --> 00:03.680]  A massage chair can look extravagant.
[09:17.700 --> 09:19.360]  We're still working with other people.
[09:19.440 --> 09:22.200]  But the company is the five of us and we're doing everything.
[09:22.880 --> 09:30.920]  From running the business, to editing, to posting socials, to thumbnails, to the entire thing is the five of us.
[09:32.260 --> 09:35.460]  And I couldn't... I don't know about you guys.
[09:35.680 --> 09:37.960]  I keep waiting for it to be scary.
[09:38.500 --> 09:39.240]  But it's not.
[09:39.360 --> 09:40.820]  I couldn't be happier.
[09:41.300 --> 09:44.500]  I couldn't feel more comfortable with where we are.
[09:44.500 --> 09:53.820]  I couldn't feel better about the support from the audience and how much they have showered us with love and support.
[09:54.180 --> 09:58.960]  That has really helped turn us into, overnight, a functioning company.
[09:59.180 --> 10:01.860]  Like a legitimate functioning company.
[10:02.420 --> 10:10.220]  I couldn't imagine the launch being... pursuing beyond the launch without the level of support we had.
[10:10.220 --> 10:13.860]  Just having that encouragement.
[10:14.540 --> 10:17.500]  Because as you said, it was such an exhausting road to get to that point.
[10:18.260 --> 10:23.680]  And I feel like we are, just now, kind of getting our feet under us in a way that's really exciting.
[10:23.980 --> 10:32.520]  Where that support has enabled us to bring in editors on a contractual basis to make a different variety of content.
[10:32.680 --> 10:37.320]  Or content that we're excited about and we think our audience and community will be excited about.
[10:37.320 --> 10:41.000]  That we just wouldn't be able to make without that support.
[10:41.260 --> 10:51.040]  So beyond just the personal gust of momentum that the enthusiasm our community has given us.
[10:51.200 --> 10:57.620]  It has also enabled our content to, I think, be better in ways that it couldn't be without that support.
[10:57.920 --> 11:00.140]  So many levels of appreciation.
[11:00.680 --> 11:06.880]  The support has helped us ramp up back to what we were doing so much faster than if we had to do it ourselves.
[11:06.880 --> 11:12.200]  We're already talking about adding in a second gameplay day upload every week.
[11:12.440 --> 11:14.920]  Just because we're so excited about making content.
[11:15.340 --> 11:19.340]  We're so far ahead, there's not enough days to actually put the stuff out.
[11:19.660 --> 11:26.080]  Which is crazy when you think about how it costs money to start this company and to do things.
[11:26.200 --> 11:29.060]  And to acquire F*** Face as a brand.
[11:29.500 --> 11:34.040]  We started pretty massively in the negative when we started.
[11:34.040 --> 11:40.560]  And so to be in a position where we feel we're able to bring on additional help is amazing.
[11:40.700 --> 11:43.240]  And we're so appreciative of the support that we've had.
[11:43.320 --> 11:46.760]  Yeah, it was immediate heartwarming relief on that first day, I feel like.
[11:47.240 --> 11:50.560]  Yeah, and I think I feel like we've talked about this maybe in the early regulation episodes.
[11:50.680 --> 11:52.520]  But we were able to acquire F*** Face.
[11:52.580 --> 11:53.640]  We were able to buy that.
[11:54.220 --> 11:56.980]  But we were not able to acquire Let's Play, which is why we don't have it.
[11:57.020 --> 11:58.060]  That was way too expensive.
[11:58.440 --> 12:02.340]  We kind of shot ourselves in the foot with Let's Play.
[12:02.340 --> 12:07.440]  Because we took it over and made it profitable for the first time in a long time.
[12:07.920 --> 12:08.640]  Really quickly.
[12:09.160 --> 12:10.180]  And gave it value.
[12:10.740 --> 12:13.220]  And then Warner Brothers looked at it and said, oh, this is valuable now.
[12:13.420 --> 12:14.680]  We want a lot of money for it.
[12:14.680 --> 12:15.700]  And we went, ah, god damn it.
[12:16.440 --> 12:19.000]  Yeah, just for the sheer amount of videos on that channel.
[12:19.320 --> 12:19.540]  Yeah.
[12:20.140 --> 12:23.300]  We re-energized it to the point where it really took off again.
[12:23.640 --> 12:25.560]  Yeah, tremendous back catalog on that thing.
[12:25.560 --> 12:30.020]  But that's okay because we have our new gameplay YouTube channel, The Regulation Gameplay.
[12:30.160 --> 12:32.380]  And that's off to a phenomenal start as well.
[12:32.760 --> 12:34.500]  And it's amazing.
[12:35.140 --> 12:39.600]  We're at that period where the episodes are getting more views than we have subscribers.
[12:40.160 --> 12:42.280]  Which is great to see, you know.
[12:42.880 --> 12:43.500]  Oh, that's true.
[12:43.780 --> 12:43.920]  Yeah.
[12:44.120 --> 12:45.020]  That's a really good point.
[12:45.720 --> 12:46.660]  It won't be that way forever.
[12:47.300 --> 12:47.740]  Definitely.
[12:50.160 --> 12:51.140]  Enjoy it while you can.
[12:51.660 --> 12:54.640]  But yeah, I'm really glad you said that thing, Gavin.
[12:54.640 --> 13:02.580]  Because I think that is the key point I want to emphasize in this Sausage Talk to the audience, amongst all the other points.
[13:02.920 --> 13:10.160]  Is that their support from day one allowed us not only to survive, but to grow, like you said, so much faster.
[13:10.440 --> 13:11.840]  I had a rough outline in my head.
[13:11.920 --> 13:13.240]  I talked about it with you guys a little bit.
[13:13.460 --> 13:21.600]  I was hoping that we would get back to essentially where we were the day before we found out Rooster Teeth was shutting down.
[13:21.600 --> 13:26.960]  Which is, you know, f***face was at an all-time high as an entity.
[13:27.160 --> 13:28.360]  We were humming.
[13:28.840 --> 13:33.000]  And that's part of what sucked so badly about getting the rug pulled out from under us.
[13:33.080 --> 13:37.480]  Is we knew we could get up to that point again, but it was going to be a lot of work to get to that point.
[13:38.040 --> 13:39.800]  I thought it would take us...
[13:41.320 --> 13:46.140]  Optimistically, I thought it would take us six months to get up to where we're releasing the amount of content.
[13:46.440 --> 13:51.500]  And it's of the quality and in the same vein as where we were at that moment.
[13:51.500 --> 13:54.980]  And I think we're there now. We're damn near there now if we're not there now.
[13:55.120 --> 13:59.520]  But we're going to surpass it in a month or two, maybe.
[14:00.080 --> 14:03.980]  And that's because of just like... I cannot state it enough.
[14:04.340 --> 14:09.860]  The audience has been so wonderful to support us to such a degree that it's...
[14:09.860 --> 14:17.360]  I just... I can't believe we're able to create the content that we're creating so early and so plentifully.
[14:17.360 --> 14:22.900]  And it's such an indescribably good feeling to be at the helm of something that people are excited about.
[14:23.380 --> 14:33.700]  Like, people looking forward to the episode each week. I like that we can hop into a game, even if it's one that's 15 years old, and churn out something that makes people tear up laughing.
[14:33.880 --> 14:37.200]  It's just such an exciting feeling that we have the ability to do that, and that's our job.
[14:37.880 --> 14:40.060]  Yeah. Yeah, it's the best feeling in the world.
[14:40.060 --> 14:46.960]  It is tough to vocalize how many... Like, I will have at least six moments a day of just being...
[14:46.960 --> 14:53.380]  This is... I'm so thankful for our community and our ability to continue to do this outside of Rooster Teeth.
[14:53.500 --> 15:00.760]  Like, it is insane that I get to spend all of this time making stuff I'm super excited about with people I love.
[15:01.300 --> 15:04.000]  And it's an indescribable joy.
[15:04.000 --> 15:13.560]  There is something I'm quite thankful for with this company of these five people, in that when something lands on our plate, there's always someone who is happy to take it.
[15:13.840 --> 15:21.980]  Like, we've all, you know, stepped up beyond what we used to do to take care of things that aren't necessarily our strength, but we end up...
[15:21.980 --> 15:26.480]  Everything's handled, and there's enough eyes on it where not a lot of stuff is falling through the cracks.
[15:26.760 --> 15:30.260]  And I think that is one of the benefits of a small team.
[15:30.260 --> 15:35.620]  Like, if there was 50 of us, there would be... it sounds wrong, but there would be more that would fall through the cracks, I think.
[15:36.160 --> 15:40.400]  We joke about it, but the democratic process with five is great.
[15:40.900 --> 15:48.280]  If, like, there's an issue, it's such an easy... we're all in agreement of majority rules on choices, no hard feelings.
[15:49.040 --> 15:57.380]  I mean, it's just... the movement is constant, and there isn't that sludge of, like, trying to work through any decision.
[15:57.380 --> 16:03.560]  Yeah, that's a great point, Andrew. There is... the voting system... not that we often come...
[16:04.300 --> 16:05.340]  ...you know, find ourselves at...
[16:05.340 --> 16:06.200]  It's very rare.
[16:06.680 --> 16:14.300]  ...at ins, but the voting system just allows us to blow through stuff really quickly.
[16:14.540 --> 16:17.740]  That could just... like you said, could bog you down for a while.
[16:17.920 --> 16:25.640]  And that's... I really do appreciate that. And to Gavin's point, the other... the nice thing about it is, you know,
[16:25.640 --> 16:28.280]  just everybody's willing... more than willing to jump in and excited to jump in.
[16:28.400 --> 16:32.980]  We're at that point, that sweet spot in a company. And I've talked about how the opposite is good.
[16:33.080 --> 16:37.680]  Like, when I turned the store over to Emily McBride, and she was so much better than I was,
[16:37.700 --> 16:40.740]  and I realized that being a jack of all trades has definitely limitations.
[16:41.240 --> 16:46.720]  But we're all... the point where we are right now is I feel like everybody is touching everything.
[16:47.140 --> 16:53.520]  And when that happens, it just creates a cohesion with everything that we make.
[16:54.000 --> 16:54.700]  You know what I mean?
[16:54.700 --> 16:55.060]  Yes.
[16:55.060 --> 16:59.140]  And that can only happen when you're this size.
[16:59.740 --> 17:04.880]  Totally. And beyond us, I just wanted to say, you know, with us, like, launching everything,
[17:05.080 --> 17:09.160]  how appreciative I am of the mods on, like, our Discord and whatnot.
[17:09.440 --> 17:10.340]  Oh my God, absolutely.
[17:10.440 --> 17:19.060]  And how they have been so unbelievably helpful in sort of this process of enabling us to do stuff in that Discord space.
[17:19.280 --> 17:24.020]  And just... I couldn't imagine that side of it without their support.
[17:24.020 --> 17:28.680]  So we all are, I believe, incredibly thankful for that.
[17:28.860 --> 17:31.760]  I also love the fact that there's a lot of content we're making.
[17:32.160 --> 17:35.520]  It feels like people are going to like it because I'm excited to proof them.
[17:35.700 --> 17:40.140]  Like, when something is posted to our QC channel, and it's like, oh, here's Chained Together,
[17:40.320 --> 17:45.400]  or here's, like, the GTA traffic thing, I'm really excited to watch it again, even if I was in it.
[17:45.520 --> 17:53.000]  Which I had lost over the years, where in other gameplays, I'd maybe just... experiencing it in real life was enough for me.
[17:53.000 --> 17:59.020]  Yeah. Yeah, I completely agree. I watched the traffic thing in GTA twice, and I would never do that.
[17:59.280 --> 18:03.200]  Yeah, I was so excited to watch it that I just edited it really quickly after we did it.
[18:03.440 --> 18:06.040]  I was like, I just want to... that was so fun.
[18:06.400 --> 18:08.380]  What's taking this editor so long? I gotta watch this fucking video.
[18:09.840 --> 18:12.100]  But maybe we should talk for a second about what the business is.
[18:12.120 --> 18:15.380]  So the business is... the regulation company is... it is a Patreon.
[18:15.820 --> 18:20.560]  That's where we are... that's where... that's what's mostly funding what we're doing here.
[18:20.560 --> 18:25.220]  It's also... you know, we do have ads on the podcast. That's a source of revenue.
[18:25.360 --> 18:30.040]  And we have revenue from YouTube. That's a source of revenue.
[18:30.400 --> 18:35.880]  And then the other piece to that would be merchandise. That doesn't exist yet, and we can talk about that.
[18:36.220 --> 18:39.720]  But that's... that's like the four prongs of our company, I guess.
[18:40.100 --> 18:43.840]  And that's... that's essentially what it boils down to.
[18:43.840 --> 18:50.480]  I know people used to always like when Bernie would give the talks about like how Rooster Teeth makes its money and what are like the six pools and all that shit.
[18:50.620 --> 19:00.120]  But that's what it is for us. It's Patreon, it's going to be merch, it's YouTube ad revenue, and it's ad revenue.
[19:00.560 --> 19:05.180]  DIA or DAI as they call it, and direct read. As we... as we grow.
[19:05.300 --> 19:11.120]  Just touching on the ads for a minute. Another great thing about us having full control and whatnot
[19:11.120 --> 19:18.800]  is when we're setting up the ads, it was so cool to see all of the brands that sort of we had the ability to work with
[19:18.800 --> 19:24.480]  and being able to choose stuff we wouldn't want to do or things that we would no longer be interested in
[19:24.480 --> 19:31.740]  that don't necessarily reflect, you know, and for Rooster Teeth stuff, and this is not, you know, it's just how the business operates.
[19:31.900 --> 19:37.540]  We didn't have the same level of control of I don't want to partner with this company.
[19:38.960 --> 19:43.020]  Ultimately you did, but it's harder to say no in that environment, I'll say that.
[19:43.520 --> 19:46.700]  Sure, okay, well I didn't feel like I did in that environment, I'll say.
[19:48.080 --> 19:53.560]  Maybe sometimes you didn't, but it was pretty hard, it could be pretty hard to say no, especially when the company was struggling.
[19:54.140 --> 20:01.920]  Sure, and if I did, I would then have to, like, this is the thing, we would all have to first agree, then we'd have to bring it to someone
[20:01.920 --> 20:10.160]  and then there'd be a meeting about, like, there'd just be so many hoops to get there to essentially have the company agree to take a loss.
[20:10.320 --> 20:14.720]  Like, because there'd be no reason for us to not do it from a term, in terms of financial.
[20:15.320 --> 20:23.100]  Because, like, we would make more money to do it, it's just we don't necessarily feel we reflect with some of the things that this company may be involved in.
[20:23.320 --> 20:28.360]  So to be able to just, from the start, say like, ah, I don't, even though we can make money this way,
[20:28.360 --> 20:37.300]  and that has been another amazing thing of how we've been supported by the community is being able to say we don't need to make the most amount of money at all times,
[20:37.340 --> 20:44.300]  we're more concerned about serving our community in a way that is meaningful to us and that we think would be of interest to them.
[20:44.860 --> 20:50.440]  And that feels like, to me, one of the main reasons we haven't jumped back into everything at once, like, hopping straight into merch and stuff,
[20:50.440 --> 21:00.180]  is that we do need to make sure that, because there's no staff and it's just us, we don't lose focus on the most important thing the company does, which is the podcast.
[21:00.920 --> 21:10.200]  Yeah, the podcast is the thing that we do the best, and merch would be the thing that we, I guess, would manage the worst, for sure.
[21:10.440 --> 21:13.320]  I mean, you're absolutely right. You're 100% right.
[21:13.320 --> 21:22.500]  Even with our experience over the years, but I will say that merch, to me, is such an important part of what we're doing here.
[21:23.760 --> 21:34.720]  I've talked about this at length in other places, but after essentially running a t-shirt company for 20 fucking years, I just got so sick of that process.
[21:34.720 --> 21:44.720]  Part of the thesis of F***face was that when we introduced merch, it had to be merch that was a part of the show and of the show and a part of the comedy or the bit,
[21:44.820 --> 21:57.980]  so that when you're buying a fucking slop, a clock, you're not just buying a clock, you're buying a dumb story and a fun moment to have on your wall or a kitchen magnet.
[21:57.980 --> 22:08.320]  You're buying into this thing and it creates this ownership of the audience, I feel, over the content a little bit in a really, I don't know, uplifting way.
[22:08.720 --> 22:15.800]  And so, I still feel that way about it. And I want to treat it as preciously as we did with F***face.
[22:15.900 --> 22:20.040]  And we are just not in a position to do it justice right now. And that doesn't mean we're not working on it.
[22:20.120 --> 22:24.620]  Eric and I had a meeting with a company last week. They're putting together a pitch proposal for us right now.
[22:24.620 --> 22:32.760]  Luckily, there are a lot of talented people who worked in the e-commerce department at Rooster Teeth and we have maintained contact with all of them.
[22:33.320 --> 22:40.080]  And so, we have a healthy relationship with a lot of people out there, but it's just something that we want to take our time with because we want to get it right.
[22:40.360 --> 22:44.460]  And it was such a point of contention in the past and we don't want to go through that again.
[22:44.800 --> 22:53.900]  And so, when we put something out there for you, we want it to be something that we believe in, that's good quality, that's not a logo slapped onto a hat or a t-shirt or a messenger bag that makes sense.
[22:53.900 --> 22:58.880]  And that first thing will probably be the Throatler, I guess, or some form of Gurtler.
[22:59.740 --> 23:07.260]  But there are no immediate plans. There have been no orders placed. There has been no sourcing done.
[23:07.860 --> 23:11.020]  We're handling all that in the background and we're taking our time with it.
[23:11.300 --> 23:17.060]  So, just understand, it's not something you're going to see soon. But when we get it up and running, it will be up and running.
[23:17.060 --> 23:22.800]  The thing with merch is that it's not a, why don't you just venture.
[23:23.240 --> 23:28.800]  It's not a thing where we can just flip a switch and just have it done.
[23:29.100 --> 23:34.700]  Somebody has to, I do it for 100% Eat. We have to run a Printful and a Shopify and that's all print on demand.
[23:34.700 --> 23:48.500]  But even with that, we have to send, we have to facilitate these orders, which are sometimes hit with fraud, to send from one to request fulfillment to the other, to pay this thing to send it out.
[23:48.760 --> 23:52.620]  But then you email two days later and you go, hey, I put the wrong address. Can you change it?
[23:52.800 --> 24:01.620]  And we're customer support for merch. We're also the person that has to go through and change the size because you selected medium when you meant large.
[24:01.620 --> 24:08.640]  Those things don't seem like big deals when you are the person who is buying that thing.
[24:09.180 --> 24:29.080]  But when you are one of X number of people who are emailing because something has gone wrong, it is near insurmountable to do that and continue to make time for gameplay videos and podcasts and cut clips and put all this other stuff out.
[24:29.080 --> 24:33.540]  So it's slow going with the merch, but we are working on it.
[24:33.760 --> 24:43.480]  Yeah, I feel like it's similar to the whole like video game thing where it's like, I feel like now people would rather have a delayed game than a busted piece of shit that came out when the investors wanted it.
[24:43.480 --> 24:55.000]  But the thing that's important to keep in mind is that if there are pre-orders and stuff like that, you aren't happy until you have the physical thing in your hand.
[24:55.440 --> 25:08.220]  And the thing that I don't want is to put time in between you giving us the money and then you having the item. I want that to be as immediate as possible because that's the only way any of this works.
[25:08.220 --> 25:19.380]  Our theory on how to do merch is the same as it was when we talked about it in those previous sausage talks back in the day on F***face. We are not a pre-orders company. I'm not participating in that.
[25:19.460 --> 25:34.780]  That is a nightmare. I've done it. It's brutal. There are legal requirements and regulations with notifying people when their stuff gets delayed. There are supply chain issues. It is an organizational nightmare that I don't want any part of.
[25:35.780 --> 25:47.700]  This episode is brought to you by State Farm. Checking off the boxes on your to-do list is a great feeling. And when it comes to checking off coverage, a State Farm agent can help you choose an option that's right for you.
[25:47.920 --> 25:58.160]  Whether you prefer talking in person, on the phone, or using the award-winning app, it's nice knowing you have help finding coverage that best fits your needs. Like a good neighbor, State Farm is there.
[26:00.700 --> 26:15.680]  This summer, try the new Strato Frappuccino blended beverage at Starbucks. It's the classic blended iced coffee you know and love, now topped with a creamy layer of handcrafted brown sugar cold foam. Available for a limited time. Your Strato Frappuccino is ready at Starbucks.
